,capital,expectativa_vida,razao_dependencia,taxa_envelhecimento,indice_gini,prop_pobreza_extrema,taxa_agua_encanada,taxa_agua_esgoto_inadequados,idhm,ideb,precipitacao_mm_1t,precipitacao_mm_2t,passe_livre_inicio,passe_livre,passe_livre_1t,passe_livre_2t,eleicao_gov_2t,pib,va_agropecuaria,va_industria,va_servicos,va_adespss,abstencao_1t_pct,abstencao_2t_pct,densidade_populacional,automovel_pc,moto_pc,onibus_pc,populacao_rural_pc,populacao_urbana_pc
4000,0,75.37,51.6,4.66,0.54,8.44,90.65,4.98,0.689,4.533333333333333,0.2,0.0,,0.0,0.0,0.0,0,733768592,172891632,105231663,247693278,138241504,0.2888079052491415,0.28572429742799077,0.9663959690541049,0.16760583730674758,0.17487838944275874,0.005586861243558253,0.30784464737594897,0.692155352624051
4001,0,73.72,50.55,4.18,0.58,14.24,96.2,15.3,0.668,4.166666666666667,0.0,0.0,,0.0,0.0,0.0,0,882977755,107177322,112555945,382614360,186074618,0.2671648550724638,0.2642663043478261,5.331148917483611,0.14964600911647755,0.2086121617689846,0.0030064979148482205,0.4336491004617099,0.5663508995382901
4002,0,73.4,47.37,5.23,0.5,4.0,93.5,4.25,0.718,5.2,0.0,0.0,,0.0,0.0,0.0,0,97943089,17132998,6052827,33615698,30637724,0.28491065519523495,0.2753143613500993,1.5040921139087176,,,,0.3935007385524372,0.6064992614475628
4003,0,74.51,51.56,2.89,0.57,21.39,72.14,26.51,0.601,4.45,0.0,0.0,,0.0,0.0,0.0,0,226764511,36577292,26609174,39707190,111587396,0.27083822493543086,0.25710260624559755,2.085542732664995,0.05443037974683544,0.16582278481012658,0.003139240506329114,0.6574784756056864,0.34252152439431355
4004,1,75.01,39.13,5.17,0.59,1.33,97.04,2.54,0.785,4.433333333333333,0.0,1.0,,0.0,0.0,1.0,0,24623843141,22946171,3015316878,13823876341,3900077729,0.16174727733013555,0.16396795676454018,120.64706773305896,0.3690475996127644,0.1698955345467368,0.006299924740468895,0.018660927820460246,0.9813390721795398
4005,0,73.63,50.42,8.38,0.47,2.92,98.35,5.04,0.69,4.266666666666667,0.0,0.0,,0.0,0.0,0.0,0,121273606,51319377,12493054,19544564,32259990,0.21712044300876787,0.22081218274111675,14.613807934410072,0.17206361371910328,0.22705499137765855,0.005748227629814141,0.4052609946568023,0.5947390053431977
4006,0,73.09,50.34,4.55,0.42,1.85,99.03,2.9,0.683,4.166666666666667,0.0,0.0,,0.0,0.0,0.0,0,558240854,407714650,21096086,59517998,54085221,0.19872022751510843,0.19747600426590828,7.431796653727915,0.16560980765165928,0.10906785034876347,0.004861551469034031,0.14443271148656575,0.8555672885134342
4007,0,74.87,45.51,4.87,0.47,2.98,95.28,4.65,0.718,4.633333333333334,0.2,0.0,,0.0,0.0,0.0,0,2450894443,1362645896,201663605,566079157,160210559,0.2381910160297434,0.227768635338575,2.6673049836526066,0.22439998185200308,0.20833900458236923,0.0060342089741844745,0.21857332481195615,0.7814266751880439
4008,0,73.33,49.02,9.48,0.51,7.43,92.72,1.56,0.69,4.633333333333334,0.0,0.0,,0.0,0.0,0.0,0,320194561,162808121,16790782,67499127,51282740,0.23406940063091483,0.23138801261829653,3.7451862815722454,0.18708730741012472,0.2070188310100269,0.004157495720224994,0.197405458328234,0.802594541671766
4009,0,74.13,56.81,2.52,0.46,5.96,96.19,3.85,0.692,4.133333333333334,0.0,0.0,,0.0,0.0,0.0,0,522405391,251635211,35827204,114708619,86271229,0.26589964844998404,0.25135826142537554,1.216994637231495,0.1185174746335964,0.12316798196166855,0.0033117249154453214,0.2570200310985091,0.7429799689014909
4010,0,72.16,45.89,7.72,0.42,2.27,95.27,0.96,0.679,4.633333333333334,0.0,0.0,,0.0,0.0,0.0,0,59382172,12142984,5125460,13366132,24795640,0.2809917355371901,0.2641322314049587,3.919465857795407,,,,0.47049525816649107,0.5295047418335089
4011,0,75.79,56.4,3.96,0.67,34.95,93.61,0.71,0.615,4.533333333333333,0.0,0.0,,0.0,0.0,0.0,0,539669458,328534723,19914348,102480430,56178408,0.26168915172796153,0.245980410275365,0.4523202259235438,0.1145397489539749,0.14788179916317992,0.005883891213389121,0.6510408390274909,0.3489591609725091
4012,0,74.17,59.94,6.58,0.59,15.13,88.05,2.53,0.67,5.2,0.0,0.0,,0.0,0.0,0.0,0,227504566,138319688,11173792,30138343,36094972,0.24642250788260975,0.2563667232597623,1.484769454700997,0.06444043321299639,0.05054151624548736,0.0019855595667870036,0.530932962005172,0.4690670379948279
4013,0,74.4,46.84,8.52,0.48,2.51,95.73,2.67,0.71,4.666666666666667,0.0,0.0,,0.0,0.0,0.0,0,80531875,33731891,5505707,14607749,22496731,0.22905660377358492,0.2241509433962264,3.632086229039886,,,,0.3151515151515151,0.6848484848484848
4014,0,74.58,41.94,4.88,0.48,3.46,96.41,2.4,0.703,5.2,0.0,0.0,,0.0,0.0,0.0,0,879156048,54466479,157020132,364742322,211997388,0.27671232876712326,0.24750331418471055,7.579655051202246,0.20370784007147644,0.26496537860174224,0.0037134241679696225,0.2568909858455426,0.7431090141544574
4015,0,73.8,47.57,10.21,0.48,6.27,88.37,0.65,0.705,4.566666666666666,0.0,2.4,,0.0,0.0,0.0,0,419181390,206655675,16864060,83466774,89469861,0.23276580545303013,0.2322895582807477,3.0018444064799867,0.15527375998943266,0.12892147150122185,0.0017171917310613565,0.17704894502655374,0.8229510549734462
4016,0,75.46,49.81,5.97,0.46,3.24,99.07,0.24,0.661,4.066666666666666,0.0,0.0,,0.0,0.0,0.0,0,73488873,6398944,36016387,7107733,21057644,0.21443406022845274,0.22741433021806853,4.644764934725187,0.1119186046511628,0.15770348837209303,0.0032703488372093025,0.2569879015435962,0.7430120984564038
4017,0,73.39,42.74,2.65,0.48,2.0,97.82,0.65,0.727,5.333333333333333,0.0,0.2,,0.0,0.0,0.0,0,734374163,410727476,26370901,191242073,52390583,0.23528196653583971,0.21317909522825862,2.2404921543324168,0.188470066518847,0.12442937263597235,0.0035215860179992173,0.32168651180948665,0.6783134881905134
4018,0,76.37,45.19,2.94,0.51,5.38,95.03,0.83,0.71,5.2,0.0,0.0,,0.0,0.0,0.0,0,286927165,139861506,10900881,72322381,42778488,0.2524290711232025,0.22677808006218422,2.3153231640573315,0.18702686655781506,0.17010538815496512,0.003859284548018406,0.3989764973464746,0.6010235026535254
4019,0,73.53,49.31,5.18,0.58,3.53,97.05,2.02,0.69,4.566666666666666,0.0,0.0,,0.0,0.0,0.0,0,188531450,79188604,15461237,46317773,31517611,0.29678638941398866,0.2840264650283554,0.8408174638804544,0.28064176749079434,0.22645975802209364,0.004997369805365597,0.1881967213114754,0.8118032786885246
4020,0,73.73,43.03,4.1,0.47,2.99,92.79,0.3,0.693,4.433333333333334,0.0,0.0,,0.0,0.0,0.0,0,1292718206,570744448,348725566,198096604,100290777,0.2684527063969382,0.27184253690541277,1.5341171796523065,0.13473210940427127,0.11000374672161858,0.008242787560884226,0.6129987802753093,0.3870012197246907
4021,0,74.96,44.74,6.02,0.51,3.2,96.81,3.7,0.735,4.566666666666666,0.0,0.0,,0.0,0.0,0.0,0,962675592,180509584,122754842,372778520,175807895,0.22097471310050176,0.21193303194396146,16.538255433164633,0.27307747695852536,0.20348502304147464,0.006264400921658986,0.07891761219635825,0.9210823878036417
4022,0,73.28,56.81,7.61,0.56,25.4,59.35,13.81,0.63,3.75,0.2,0.0,,0.0,0.0,0.0,0,181237819,38146668,29287817,49299126,48901159,0.1955299206921413,0.24744051910598414,7.546428167588321,0.15293138304197884,0.12914734213342846,0.0027351647044832916,0.6172037422037422,0.3827962577962578
4023,0,73.7,53.52,7.66,0.52,9.92,91.6,10.89,0.673,5.133333333333333,0.0,0.0,,0.0,0.0,0.0,0,292490381,19408487,147429114,54435789,57719597,0.3404366583867172,0.32984703882860505,6.535549360009692,0.22893210508358922,0.34914136244740135,0.005345160923461845,0.4097560975609756,0.5902439024390244
4024,0,75.18,46.83,5.37,0.49,3.01,96.6,6.25,0.682,4.866666666666666,0.0,0.0,,0.0,0.0,0.0,0,877221899,142901765,127446185,310797414,217454988,0.2735571019238641,0.2458043389275481,1.5452853575265149,0.1865957568479442,0.2971921999199405,0.0032309715788871735,0.2064895855570126,0.7935104144429874
4025,0,75.72,46.27,5.44,0.58,4.3,97.03,8.06,0.716,4.566666666666666,0.0,0.0,,0.0,0.0,0.0,0,1090313822,91624028,108468701,500632702,252239444,0.28138748391344687,0.2602579834196271,1.5530829759686766,0.2003805156474864,0.3519281898675513,0.003268531843793448,0.13488727550630492,0.865112724493695
4026,0,72.79,51.53,3.27,0.44,5.57,94.6,8.99,0.662,5.4,0.0,0.0,,0.0,0.0,0.0,0,206585734,21649288,24842872,58350688,85250474,0.28010761196391837,0.26839689824339297,4.945700171174533,0.08313898518751969,0.22376300031515917,0.00208005042546486,0.3928220694580841,0.6071779305419159
4027,0,75.54,46.2,8.13,0.43,3.33,91.36,6.79,0.714,4.5,0.0,3.2,,0.0,0.0,0.0,0,317264499,88379516,62714269,68904670,74253568,0.2526962899050906,0.24654874892148404,4.897204957694452,0.17930665716068087,0.1396488726494965,0.008020675519115943,0.2562554680664917,0.7437445319335083
4028,0,72.2,46.94,5.73,0.48,3.44,94.91,8.31,0.627,4.9,0.0,0.0,,0.0,0.0,0.0,0,255992882,117812329,38023422,26083072,39891206,0.2823958096105671,0.29196082896834435,3.380746260660452,,,,0.4669489965015651,0.5330510034984349
4029,0,74.96,37.89,2.21,0.46,1.45,99.55,1.77,0.768,5.2,0.0,0.2,,0.0,0.0,1.0,0,4463585307,655482383,1062270817,1797336258,444092901,0.24876574307304786,0.23226196473551639,17.83434151672728,0.2879421369060335,0.20680867946409498,0.003860591448713645,0.0680700676090965,0.9319299323909035
4030,0,72.29,56.84,7.6,0.43,6.9,98.32,4.42,0.676,4.2,0.0,0.0,,0.0,0.0,0.0,0,30984941,4482729,955516,7682326,15830009,0.23572407492005482,0.2526267702147099,0.4849706951145448,0.07462686567164178,0.1935483870967742,0.0014443909484833895,0.08767985611510791,0.9123201438848921
4031,0,73.79,49.35,4.45,0.55,5.62,98.31,5.82,0.701,4.6000000000000005,0.0,0.0,,0.0,0.0,0.0,0,336432593,99953559,36690592,105044384,67056097,0.30348147318929813,0.27124146423374007,0.8545856468356237,0.20116201543004095,0.29707591199161826,0.0037146394894751883,0.3814759287023155,0.6185240712976845
4032,0,74.46,46.94,4.49,0.55,7.25,97.09,3.16,0.716,5.6,0.0,0.0,,0.0,0.0,0.0,0,1006341886,102917031,89818541,567152618,106753877,0.2606298617929159,0.24439241749112606,3.168542111045485,0.26675117710974283,0.23336955209465168,0.004587709766992636,0.2290814166784253,0.7709185833215747
4033,0,73.95,43.81,6.15,0.55,2.79,97.11,5.39,0.704,4.466666666666667,0.0,0.0,,0.0,0.0,0.0,0,783435707,99592445,173256623,283067701,158963595,0.25772521389028685,0.2413185707096125,25.554452107166743,,,,0.15134985572552276,0.8486501442744773
4034,0,74.64,51.26,6.89,0.46,3.82,87.27,4.02,0.699,4.233333333333333,0.2,0.0,,0.0,0.0,0.0,0,614079218,74669553,218370989,162718038,96167628,0.21296852217171283,0.2149412471052406,3.923515998382087,0.22157016171100677,0.220396452790819,0.004107981220657277,0.16984402079722705,0.830155979202773
4035,0,72.56,46.92,7.57,0.43,7.6,90.72,4.03,0.702,5.15,0.2,0.0,,0.0,0.0,0.0,0,145098223,58870984,10451529,28933343,37908663,0.2114500626828249,0.22732971165900542,4.480255903479623,0.20120220404074135,0.20604441476039406,0.005009183503088996,0.18132380360472344,0.8186761963952766
4036,0,74.2,53.11,10.05,0.47,13.7,69.51,28.24,0.638,4.033333333333333,0.0,1.0,,0.0,0.0,0.0,0,300773240,37473827,63819919,89671787,79977836,0.18601964182553438,0.21440950730378808,2.3866740660304733,0.12015738498789347,0.10078692493946731,0.0036319612590799033,0.6345938495994488,0.3654061504005513
4037,0,75.51,44.28,4.32,0.62,15.75,97.13,28.26,0.65,4.733333333333333,0.0,0.0,,0.0,0.0,0.0,0,224018989,44575895,11901696,58057801,91488905,0.28905328615846465,0.2783317250991744,1.5997219112407566,0.09406070120355835,0.24169283097854527,0.003532182103610675,0.6511208451430044,0.3488791548569956
4038,0,75.68,49.17,7.61,0.64,18.13,83.03,6.27,0.651,4.033333333333333,0.0,0.0,,0.0,0.0,0.0,0,77445878,26867547,3475885,13999706,28132307,0.24095730214849062,0.24585259722599945,1.1638184674191618,0.2018803865238966,0.21598328545312093,0.004439801514755811,0.20231087856987137,0.7976891214301286
4039,0,73.9,46.9,6.93,0.55,6.22,96.07,7.22,0.686,4.8,0.0,0.0,,0.0,0.0,0.0,0,491372002,109030773,163065362,104363403,81939789,0.2784,0.2635,2.1479568876647273,0.19512004379447878,0.2859935872370376,0.0057871275514194105,0.43794837964871774,0.5620516203512823
4040,0,73.72,49.95,7.66,0.51,5.42,99.07,4.92,0.688,5.1,0.0,0.0,,0.0,0.0,0.0,0,95572276,31679700,4097960,22252701,31196973,0.2608918503331625,0.23423885187083546,4.027887707589079,0.2409825182562514,0.314450099579553,0.005310909493250719,0.6066504460665044,0.3933495539334955
4041,0,74.52,48.88,4.03,0.51,12.9,88.65,17.8,0.636,5.0,0.0,0.0,,0.0,0.0,0.0,0,199348694,53066295,55577970,29427599,46014917,0.323726977248104,0.3256771397616468,1.389002198556191,0.1375,0.17123493975903614,0.008283132530120483,0.4518027961736571,0.5481972038263428
4042,0,74.4,50.18,5.96,0.43,4.08,92.41,3.41,0.704,4.9,0.0,0.0,,0.0,0.0,0.0,0,242686777,42020032,108136245,49712363,27904316,0.23883928571428573,0.2544642857142857,1.7200631354473634,0.15924344112263575,0.17358145210494202,0.0036607687614399025,0.3368349711962047,0.6631650288037954
