aa_eleicao;nm_pais;nm_regiao;sg_uf;nm_municipio;ds_grau_escolaridade;qt_eleitor_apto;qt_eleitor_comp;qt_eleitor_abstencao
2022;Brasil;NORTE;AC;ACRELÂNDIA;ANALFABETO;880;522;358
2022;Brasil;NORTE;AC;ACRELÂNDIA;ENSINO FUNDAMENTAL COMPLETO;614;455;159
2022;Brasil;NORTE;AC;ACRELÂNDIA;ENSINO FUNDAMENTAL INCOMPLETO;1818;1240;578
2022;Brasil;NORTE;AC;ACRELÂNDIA;ENSINO MÉDIO COMPLETO;1983;1543;440
2022;Brasil;NORTE;AC;ACRELÂNDIA;ENSINO MÉDIO INCOMPLETO;1323;943;380
2022;Brasil;NORTE;AC;ACRELÂNDIA;LÊ E ESCREVE;2052;1522;530
2022;Brasil;NORTE;AC;ACRELÂNDIA;SUPERIOR COMPLETO;554;464;90
2022;Brasil;NORTE;AC;ACRELÂNDIA;SUPERIOR INCOMPLETO;305;236;69
2022;Brasil;NORTE;AC;ASSIS BRASIL;ANALFABETO;834;464;370
2022;Brasil;NORTE;AC;ASSIS BRASIL;ENSINO FUNDAMENTAL COMPLETO;376;310;66
2022;Brasil;NORTE;AC;ASSIS BRASIL;ENSINO FUNDAMENTAL INCOMPLETO;1602;1209;393
2022;Brasil;NORTE;AC;ASSIS BRASIL;ENSINO MÉDIO COMPLETO;752;615;137
2022;Brasil;NORTE;AC;ASSIS BRASIL;ENSINO MÉDIO INCOMPLETO;1100;844;256
2022;Brasil;NORTE;AC;ASSIS BRASIL;LÊ E ESCREVE;1324;953;371
2022;Brasil;NORTE;AC;ASSIS BRASIL;SUPERIOR COMPLETO;180;134;46
2022;Brasil;NORTE;AC;ASSIS BRASIL;SUPERIOR INCOMPLETO;220;181;39
2022;Brasil;NORTE;AC;BRASILÉIA;ANALFABETO;1190;653;537
2022;Brasil;NORTE;AC;BRASILÉIA;ENSINO FUNDAMENTAL COMPLETO;947;726;221
2022;Brasil;NORTE;AC;BRASILÉIA;ENSINO FUNDAMENTAL INCOMPLETO;4447;3367;1080
2022;Brasil;NORTE;AC;BRASILÉIA;ENSINO MÉDIO COMPLETO;3966;3247;719
2022;Brasil;NORTE;AC;BRASILÉIA;ENSINO MÉDIO INCOMPLETO;2680;1979;701
2022;Brasil;NORTE;AC;BRASILÉIA;LÊ E ESCREVE;2469;1797;672
2022;Brasil;NORTE;AC;BRASILÉIA;SUPERIOR COMPLETO;1588;1327;261
2022;Brasil;NORTE;AC;BRASILÉIA;SUPERIOR INCOMPLETO;943;726;217
2022;Brasil;NORTE;AC;BUJARI;ANALFABETO;994;499;495
2022;Brasil;NORTE;AC;BUJARI;ENSINO FUNDAMENTAL COMPLETO;652;448;204
2022;Brasil;NORTE;AC;BUJARI;ENSINO FUNDAMENTAL INCOMPLETO;2764;1862;902
2022;Brasil;NORTE;AC;BUJARI;ENSINO MÉDIO COMPLETO;1504;1172;332
2022;Brasil;NORTE;AC;BUJARI;ENSINO MÉDIO INCOMPLETO;1889;1271;618
2022;Brasil;NORTE;AC;BUJARI;LÊ E ESCREVE;1436;1006;430
2022;Brasil;NORTE;AC;BUJARI;SUPERIOR COMPLETO;370;325;45
2022;Brasil;NORTE;AC;BUJARI;SUPERIOR INCOMPLETO;332;256;76
2022;Brasil;NORTE;AC;CAPIXABA;ANALFABETO;746;438;308
2022;Brasil;NORTE;AC;CAPIXABA;ENSINO FUNDAMENTAL COMPLETO;385;279;106
2022;Brasil;NORTE;AC;CAPIXABA;ENSINO FUNDAMENTAL INCOMPLETO;2198;1503;695
2022;Brasil;NORTE;AC;CAPIXABA;ENSINO MÉDIO COMPLETO;1271;948;323
2022;Brasil;NORTE;AC;CAPIXABA;ENSINO MÉDIO INCOMPLETO;1401;979;422
2022;Brasil;NORTE;AC;CAPIXABA;LÊ E ESCREVE;1171;871;300
2022;Brasil;NORTE;AC;CAPIXABA;SUPERIOR COMPLETO;396;326;70
2022;Brasil;NORTE;AC;CAPIXABA;SUPERIOR INCOMPLETO;275;211;64
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ANALFABETO;5453;2682;2771
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ENSINO FUNDAMENTAL COMPLETO;3101;2185;916
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ENSINO FUNDAMENTAL INCOMPLETO;11333;7815;3518
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ENSINO MÉDIO COMPLETO;15230;12130;3100
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ENSINO MÉDIO INCOMPLETO;10733;7608;3125
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;LÊ E ESCREVE;4716;3235;1481
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;SUPERIOR COMPLETO;5901;4999;902
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;SUPERIOR INCOMPLETO;3038;2376;662
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ANALFABETO;749;397;352
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ENSINO FUNDAMENTAL COMPLETO;662;491;171
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ENSINO FUNDAMENTAL INCOMPLETO;2811;2121;690
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ENSINO MÉDIO COMPLETO;2771;2251;520
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ENSINO MÉDIO INCOMPLETO;1932;1368;564
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;LÊ E ESCREVE;1705;1262;443
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;SUPERIOR COMPLETO;1182;959;223
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;SUPERIOR INCOMPLETO;719;540;179
2022;Brasil;NORTE;AC;FEIJÓ;ANALFABETO;4801;1962;2839
2022;Brasil;NORTE;AC;FEIJÓ;ENSINO FUNDAMENTAL COMPLETO;616;409;207
2022;Brasil;NORTE;AC;FEIJÓ;ENSINO FUNDAMENTAL INCOMPLETO;5503;3366;2137
2022;Brasil;NORTE;AC;FEIJÓ;ENSINO MÉDIO COMPLETO;3574;2698;876
2022;Brasil;NORTE;AC;FEIJÓ;ENSINO MÉDIO INCOMPLETO;3677;2340;1337
2022;Brasil;NORTE;AC;FEIJÓ;LÊ E ESCREVE;2844;1841;1003
2022;Brasil;NORTE;AC;FEIJÓ;SUPERIOR COMPLETO;1248;1018;230
2022;Brasil;NORTE;AC;FEIJÓ;SUPERIOR INCOMPLETO;526;368;158
2022;Brasil;NORTE;AC;JORDÃO;ANALFABETO;1041;418;623
2022;Brasil;NORTE;AC;JORDÃO;ENSINO FUNDAMENTAL COMPLETO;316;230;86
2022;Brasil;NORTE;AC;JORDÃO;ENSINO FUNDAMENTAL INCOMPLETO;1397;902;495
2022;Brasil;NORTE;AC;JORDÃO;ENSINO MÉDIO COMPLETO;885;652;233
2022;Brasil;NORTE;AC;JORDÃO;ENSINO MÉDIO INCOMPLETO;863;537;326
2022;Brasil;NORTE;AC;JORDÃO;LÊ E ESCREVE;820;560;260
2022;Brasil;NORTE;AC;JORDÃO;SUPERIOR COMPLETO;202;156;46
2022;Brasil;NORTE;AC;JORDÃO;SUPERIOR INCOMPLETO;70;48;22
2022;Brasil;NORTE;AC;MANOEL URBANO;ANALFABETO;1235;517;718
2022;Brasil;NORTE;AC;MANOEL URBANO;ENSINO FUNDAMENTAL COMPLETO;274;176;98
2022;Brasil;NORTE;AC;MANOEL URBANO;ENSINO FUNDAMENTAL INCOMPLETO;1973;1294;679
2022;Brasil;NORTE;AC;MANOEL URBANO;ENSINO MÉDIO COMPLETO;1273;974;299
2022;Brasil;NORTE;AC;MANOEL URBANO;ENSINO MÉDIO INCOMPLETO;1151;782;369
2022;Brasil;NORTE;AC;MANOEL URBANO;LÊ E ESCREVE;1343;895;448
2022;Brasil;NORTE;AC;MANOEL URBANO;SUPERIOR COMPLETO;413;354;59
2022;Brasil;NORTE;AC;MANOEL URBANO;SUPERIOR INCOMPLETO;117;67;50
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ANALFABETO;2259;994;1265
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ENSINO FUNDAMENTAL COMPLETO;370;223;147
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ENSINO FUNDAMENTAL INCOMPLETO;2951;1709;1242
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ENSINO MÉDIO COMPLETO;1671;1136;535
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ENSINO MÉDIO INCOMPLETO;2164;1209;955
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;LÊ E ESCREVE;1300;874;426
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;SUPERIOR COMPLETO;473;359;114
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;SUPERIOR INCOMPLETO;149;98;51
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ANALFABETO;1537;607;930
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ENSINO FUNDAMENTAL COMPLETO;362;263;99
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ENSINO FUNDAMENTAL INCOMPLETO;3094;1979;1115
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ENSINO MÉDIO COMPLETO;3088;2357;731
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ENSINO MÉDIO INCOMPLETO;2613;1749;864
2022;Brasil;NORTE;AC;MÂNCIO LIMA;LÊ E ESCREVE;1698;1100;598
2022;Brasil;NORTE;AC;MÂNCIO LIMA;SUPERIOR COMPLETO;970;847;123
2022;Brasil;NORTE;AC;MÂNCIO LIMA;SUPERIOR INCOMPLETO;424;337;87
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ANALFABETO;1071;598;473
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ENSINO FUNDAMENTAL COMPLETO;554;412;142
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ENSINO FUNDAMENTAL INCOMPLETO;2474;1661;813
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ENSINO MÉDIO COMPLETO;2542;1964;578
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ENSINO MÉDIO INCOMPLETO;2109;1416;693
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;LÊ E ESCREVE;2159;1586;573
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;SUPERIOR COMPLETO;836;667;169
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;SUPERIOR INCOMPLETO;541;391;150
2022;Brasil;NORTE;AC;PORTO ACRE;ANALFABETO;1214;700;514
2022;Brasil;NORTE;AC;PORTO ACRE;ENSINO FUNDAMENTAL COMPLETO;856;647;209
2022;Brasil;NORTE;AC;PORTO ACRE;ENSINO FUNDAMENTAL INCOMPLETO;3306;2438;868
2022;Brasil;NORTE;AC;PORTO ACRE;ENSINO MÉDIO COMPLETO;2406;1955;451
2022;Brasil;NORTE;AC;PORTO ACRE;ENSINO MÉDIO INCOMPLETO;2218;1601;617
2022;Brasil;NORTE;AC;PORTO ACRE;LÊ E ESCREVE;2074;1572;502
2022;Brasil;NORTE;AC;PORTO ACRE;SUPERIOR COMPLETO;723;638;85
2022;Brasil;NORTE;AC;PORTO ACRE;SUPERIOR INCOMPLETO;398;342;56
2022;Brasil;NORTE;AC;PORTO WALTER;ANALFABETO;1193;590;603
2022;Brasil;NORTE;AC;PORTO WALTER;ENSINO FUNDAMENTAL COMPLETO;363;215;148
2022;Brasil;NORTE;AC;PORTO WALTER;ENSINO FUNDAMENTAL INCOMPLETO;2111;1156;955
2022;Brasil;NORTE;AC;PORTO WALTER;ENSINO MÉDIO COMPLETO;999;644;355
2022;Brasil;NORTE;AC;PORTO WALTER;ENSINO MÉDIO INCOMPLETO;1331;687;644
2022;Brasil;NORTE;AC;PORTO WALTER;LÊ E ESCREVE;790;486;304
2022;Brasil;NORTE;AC;PORTO WALTER;SUPERIOR COMPLETO;315;234;81
2022;Brasil;NORTE;AC;PORTO WALTER;SUPERIOR INCOMPLETO;112;77;35
2022;Brasil;NORTE;AC;RIO BRANCO;ANALFABETO;9541;4599;4942
2022;Brasil;NORTE;AC;RIO BRANCO;ENSINO FUNDAMENTAL COMPLETO;14808;10893;3915
2022;Brasil;NORTE;AC;RIO BRANCO;ENSINO FUNDAMENTAL INCOMPLETO;44517;31849;12668
2022;Brasil;NORTE;AC;RIO BRANCO;ENSINO MÉDIO COMPLETO;76943;61862;15081
2022;Brasil;NORTE;AC;RIO BRANCO;ENSINO MÉDIO INCOMPLETO;47818;34718;13100
2022;Brasil;NORTE;AC;RIO BRANCO;LÊ E ESCREVE;14780;9883;4897
2022;Brasil;NORTE;AC;RIO BRANCO;SUPERIOR COMPLETO;34139;29074;5065
2022;Brasil;NORTE;AC;RIO BRANCO;SUPERIOR INCOMPLETO;24337;19413;4924
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ANALFABETO;1640;700;940
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ENSINO FUNDAMENTAL COMPLETO;489;309;180
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ENSINO FUNDAMENTAL INCOMPLETO;2284;1411;873
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ENSINO MÉDIO COMPLETO;2399;1752;647
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ENSINO MÉDIO INCOMPLETO;2399;1528;871
2022;Brasil;NORTE;AC;RODRIGUES ALVES;LÊ E ESCREVE;1399;949;450
2022;Brasil;NORTE;AC;RODRIGUES ALVES;SUPERIOR COMPLETO;693;583;110
2022;Brasil;NORTE;AC;RODRIGUES ALVES;SUPERIOR INCOMPLETO;481;349;132
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ANALFABETO;804;376;428
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ENSINO FUNDAMENTAL COMPLETO;105;65;40
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ENSINO FUNDAMENTAL INCOMPLETO;861;558;303
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ENSINO MÉDIO COMPLETO;467;356;111
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ENSINO MÉDIO INCOMPLETO;563;385;178
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;LÊ E ESCREVE;771;522;249
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;SUPERIOR COMPLETO;127;96;31
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;SUPERIOR INCOMPLETO;73;63;10
2022;Brasil;NORTE;AC;SENA MADUREIRA;ANALFABETO;4201;1457;2744
2022;Brasil;NORTE;AC;SENA MADUREIRA;ENSINO FUNDAMENTAL COMPLETO;1649;1024;625
2022;Brasil;NORTE;AC;SENA MADUREIRA;ENSINO FUNDAMENTAL INCOMPLETO;6503;3897;2606
2022;Brasil;NORTE;AC;SENA MADUREIRA;ENSINO MÉDIO COMPLETO;5461;4287;1174
2022;Brasil;NORTE;AC;SENA MADUREIRA;ENSINO MÉDIO INCOMPLETO;4462;2916;1546
2022;Brasil;NORTE;AC;SENA MADUREIRA;LÊ E ESCREVE;5499;3307;2192
2022;Brasil;NORTE;AC;SENA MADUREIRA;SUPERIOR COMPLETO;1739;1448;291
2022;Brasil;NORTE;AC;SENA MADUREIRA;SUPERIOR INCOMPLETO;855;681;174
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ANALFABETO;1108;611;497
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ENSINO FUNDAMENTAL COMPLETO;990;712;278
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ENSINO FUNDAMENTAL INCOMPLETO;4441;3183;1258
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ENSINO MÉDIO COMPLETO;3635;2885;750
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ENSINO MÉDIO INCOMPLETO;3387;2411;976
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;LÊ E ESCREVE;1805;1327;478
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;SUPERIOR COMPLETO;1436;1262;174
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;SUPERIOR INCOMPLETO;1049;815;234
2022;Brasil;NORTE;AC;TARAUACÁ;ANALFABETO;6076;2343;3733
2022;Brasil;NORTE;AC;TARAUACÁ;ENSINO FUNDAMENTAL COMPLETO;804;487;317
2022;Brasil;NORTE;AC;TARAUACÁ;ENSINO FUNDAMENTAL INCOMPLETO;5912;3392;2520
2022;Brasil;NORTE;AC;TARAUACÁ;ENSINO MÉDIO COMPLETO;4521;3367;1154
2022;Brasil;NORTE;AC;TARAUACÁ;ENSINO MÉDIO INCOMPLETO;4264;2606;1658
2022;Brasil;NORTE;AC;TARAUACÁ;LÊ E ESCREVE;3927;2442;1485
2022;Brasil;NORTE;AC;TARAUACÁ;SUPERIOR COMPLETO;1499;1261;238
2022;Brasil;NORTE;AC;TARAUACÁ;SUPERIOR INCOMPLETO;698;514;184
2022;Brasil;NORTE;AC;XAPURI;ANALFABETO;1140;620;520
2022;Brasil;NORTE;AC;XAPURI;ENSINO FUNDAMENTAL COMPLETO;559;417;142
2022;Brasil;NORTE;AC;XAPURI;ENSINO FUNDAMENTAL INCOMPLETO;2803;2132;671
2022;Brasil;NORTE;AC;XAPURI;ENSINO MÉDIO COMPLETO;1984;1614;370
2022;Brasil;NORTE;AC;XAPURI;ENSINO MÉDIO INCOMPLETO;2088;1585;503
2022;Brasil;NORTE;AC;XAPURI;LÊ E ESCREVE;2115;1527;588
2022;Brasil;NORTE;AC;XAPURI;SUPERIOR COMPLETO;870;736;134
2022;Brasil;NORTE;AC;XAPURI;SUPERIOR INCOMPLETO;568;460;108
2022;Brasil;NORDESTE;AL;ANADIA;ANALFABETO;2953;1575;1378
2022;Brasil;NORDESTE;AL;ANADIA;ENSINO FUNDAMENTAL COMPLETO;521;382;139
2022;Brasil;NORDESTE;AL;ANADIA;ENSINO FUNDAMENTAL INCOMPLETO;2814;1965;849
2022;Brasil;NORDESTE;AL;ANADIA;ENSINO MÉDIO COMPLETO;1926;1584;342
2022;Brasil;NORDESTE;AL;ANADIA;ENSINO MÉDIO INCOMPLETO;2112;1538;574
2022;Brasil;NORDESTE;AL;ANADIA;LÊ E ESCREVE;1606;1178;428
2022;Brasil;NORDESTE;AL;ANADIA;SUPERIOR COMPLETO;450;403;47
2022;Brasil;NORDESTE;AL;ANADIA;SUPERIOR INCOMPLETO;293;255;38
2022;Brasil;NORDESTE;AL;ARAPIRACA;ANALFABETO;9846;5196;4650
2022;Brasil;NORDESTE;AL;ARAPIRACA;ENSINO FUNDAMENTAL COMPLETO;9132;7745;1387
2022;Brasil;NORDESTE;AL;ARAPIRACA;ENSINO FUNDAMENTAL INCOMPLETO;38704;31188;7516
2022;Brasil;NORDESTE;AL;ARAPIRACA;ENSINO MÉDIO COMPLETO;31389;28027;3362
2022;Brasil;NORDESTE;AL;ARAPIRACA;ENSINO MÉDIO INCOMPLETO;26908;23093;3815
2022;Brasil;NORDESTE;AL;ARAPIRACA;LÊ E ESCREVE;18791;13940;4851
2022;Brasil;NORDESTE;AL;ARAPIRACA;SUPERIOR COMPLETO;8658;7827;831
2022;Brasil;NORDESTE;AL;ARAPIRACA;SUPERIOR INCOMPLETO;7199;6390;809
2022;Brasil;NORDESTE;AL;ATALAIA;ANALFABETO;7494;4503;2991
2022;Brasil;NORDESTE;AL;ATALAIA;ENSINO FUNDAMENTAL COMPLETO;1323;988;335
2022;Brasil;NORDESTE;AL;ATALAIA;ENSINO FUNDAMENTAL INCOMPLETO;7756;5442;2314
2022;Brasil;NORDESTE;AL;ATALAIA;ENSINO MÉDIO COMPLETO;4856;4021;835
2022;Brasil;NORDESTE;AL;ATALAIA;ENSINO MÉDIO INCOMPLETO;6110;4609;1501
2022;Brasil;NORDESTE;AL;ATALAIA;LÊ E ESCREVE;2237;1652;585
2022;Brasil;NORDESTE;AL;ATALAIA;SUPERIOR COMPLETO;828;750;78
2022;Brasil;NORDESTE;AL;ATALAIA;SUPERIOR INCOMPLETO;740;666;74
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ANALFABETO;1457;875;582
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ENSINO FUNDAMENTAL COMPLETO;550;424;126
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ENSINO FUNDAMENTAL INCOMPLETO;4379;3188;1191
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ENSINO MÉDIO COMPLETO;1648;1386;262
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ENSINO MÉDIO INCOMPLETO;2253;1778;475
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;LÊ E ESCREVE;1612;1210;402
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;SUPERIOR COMPLETO;369;308;61
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;SUPERIOR INCOMPLETO;266;221;45
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ANALFABETO;505;329;176
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ENSINO FUNDAMENTAL COMPLETO;353;279;74
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ENSINO FUNDAMENTAL INCOMPLETO;2292;1775;517
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ENSINO MÉDIO COMPLETO;1416;1195;221
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ENSINO MÉDIO INCOMPLETO;1154;969;185
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;LÊ E ESCREVE;543;437;106
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;SUPERIOR COMPLETO;735;659;76
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;SUPERIOR INCOMPLETO;334;284;50
2022;Brasil;NORDESTE;AL;BATALHA;ANALFABETO;2496;1582;914
2022;Brasil;NORDESTE;AL;BATALHA;ENSINO FUNDAMENTAL COMPLETO;471;371;100
2022;Brasil;NORDESTE;AL;BATALHA;ENSINO FUNDAMENTAL INCOMPLETO;3030;2273;757
2022;Brasil;NORDESTE;AL;BATALHA;ENSINO MÉDIO COMPLETO;2026;1744;282
2022;Brasil;NORDESTE;AL;BATALHA;ENSINO MÉDIO INCOMPLETO;2504;1985;519
2022;Brasil;NORDESTE;AL;BATALHA;LÊ E ESCREVE;1669;1261;408
2022;Brasil;NORDESTE;AL;BATALHA;SUPERIOR COMPLETO;456;411;45
2022;Brasil;NORDESTE;AL;BATALHA;SUPERIOR INCOMPLETO;419;370;49
2022;Brasil;NORDESTE;AL;BELO MONTE;ANALFABETO;1256;843;413
2022;Brasil;NORDESTE;AL;BELO MONTE;ENSINO FUNDAMENTAL COMPLETO;296;231;65
2022;Brasil;NORDESTE;AL;BELO MONTE;ENSINO FUNDAMENTAL INCOMPLETO;1663;1200;463
2022;Brasil;NORDESTE;AL;BELO MONTE;ENSINO MÉDIO COMPLETO;744;604;140
2022;Brasil;NORDESTE;AL;BELO MONTE;ENSINO MÉDIO INCOMPLETO;981;703;278
2022;Brasil;NORDESTE;AL;BELO MONTE;LÊ E ESCREVE;817;634;183
2022;Brasil;NORDESTE;AL;BELO MONTE;SUPERIOR COMPLETO;152;129;23
2022;Brasil;NORDESTE;AL;BELO MONTE;SUPERIOR INCOMPLETO;129;110;19
2022;Brasil;NORDESTE;AL;BELÉM;ANALFABETO;628;297;331
2022;Brasil;NORDESTE;AL;BELÉM;ENSINO FUNDAMENTAL COMPLETO;199;154;45
2022;Brasil;NORDESTE;AL;BELÉM;ENSINO FUNDAMENTAL INCOMPLETO;1497;1074;423
2022;Brasil;NORDESTE;AL;BELÉM;ENSINO MÉDIO COMPLETO;658;543;115
2022;Brasil;NORDESTE;AL;BELÉM;ENSINO MÉDIO INCOMPLETO;792;580;212
2022;Brasil;NORDESTE;AL;BELÉM;LÊ E ESCREVE;909;634;275
2022;Brasil;NORDESTE;AL;BELÉM;SUPERIOR COMPLETO;167;150;17
2022;Brasil;NORDESTE;AL;BELÉM;SUPERIOR INCOMPLETO;128;107;21
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ANALFABETO;2596;1337;1259
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ENSINO FUNDAMENTAL COMPLETO;708;523;185
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ENSINO FUNDAMENTAL INCOMPLETO;4120;2944;1176
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ENSINO MÉDIO COMPLETO;3526;2867;659
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ENSINO MÉDIO INCOMPLETO;4770;3347;1423
2022;Brasil;NORDESTE;AL;BOCA DA MATA;LÊ E ESCREVE;2517;1846;671
2022;Brasil;NORDESTE;AL;BOCA DA MATA;SUPERIOR COMPLETO;769;704;65
2022;Brasil;NORDESTE;AL;BOCA DA MATA;SUPERIOR INCOMPLETO;599;524;75
2022;Brasil;NORDESTE;AL;BRANQUINHA;ANALFABETO;1669;970;699
2022;Brasil;NORDESTE;AL;BRANQUINHA;ENSINO FUNDAMENTAL COMPLETO;431;267;164
2022;Brasil;NORDESTE;AL;BRANQUINHA;ENSINO FUNDAMENTAL INCOMPLETO;2828;1893;935
2022;Brasil;NORDESTE;AL;BRANQUINHA;ENSINO MÉDIO COMPLETO;849;651;198
2022;Brasil;NORDESTE;AL;BRANQUINHA;ENSINO MÉDIO INCOMPLETO;1479;965;514
2022;Brasil;NORDESTE;AL;BRANQUINHA;LÊ E ESCREVE;1592;1171;421
2022;Brasil;NORDESTE;AL;BRANQUINHA;SUPERIOR COMPLETO;118;96;22
2022;Brasil;NORDESTE;AL;BRANQUINHA;SUPERIOR INCOMPLETO;135;114;21
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ANALFABETO;1749;999;750
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ENSINO FUNDAMENTAL COMPLETO;295;221;74
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ENSINO FUNDAMENTAL INCOMPLETO;2465;1752;713
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ENSINO MÉDIO COMPLETO;862;702;160
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ENSINO MÉDIO INCOMPLETO;1291;984;307
2022;Brasil;NORDESTE;AL;CACIMBINHAS;LÊ E ESCREVE;1311;954;357
2022;Brasil;NORDESTE;AL;CACIMBINHAS;SUPERIOR COMPLETO;308;271;37
2022;Brasil;NORDESTE;AL;CACIMBINHAS;SUPERIOR INCOMPLETO;184;150;34
2022;Brasil;NORDESTE;AL;CAJUEIRO;ANALFABETO;2384;1361;1023
2022;Brasil;NORDESTE;AL;CAJUEIRO;ENSINO FUNDAMENTAL COMPLETO;521;354;167
2022;Brasil;NORDESTE;AL;CAJUEIRO;ENSINO FUNDAMENTAL INCOMPLETO;4508;3023;1485
2022;Brasil;NORDESTE;AL;CAJUEIRO;ENSINO MÉDIO COMPLETO;2200;1779;421
2022;Brasil;NORDESTE;AL;CAJUEIRO;ENSINO MÉDIO INCOMPLETO;2324;1687;637
2022;Brasil;NORDESTE;AL;CAJUEIRO;LÊ E ESCREVE;1744;1222;522
2022;Brasil;NORDESTE;AL;CAJUEIRO;SUPERIOR COMPLETO;505;457;48
2022;Brasil;NORDESTE;AL;CAJUEIRO;SUPERIOR INCOMPLETO;362;307;55
2022;Brasil;NORDESTE;AL;CAMPESTRE;ANALFABETO;815;503;312
