,id_municipio,pib,va_agropecuaria,va_industria,va_servicos,va_adespss
1438,2515104,94715487,8375197,4189213,20780010,57642822
1439,2515203,32855714,2884824,1140733,7339532,20272309
1440,2515302,602179609,36717105,32424756,236635670,242739691
1441,2515401,72548923,3681886,2269489,13876971,50635983
1442,2515500,130732537,5076178,6018839,44887910,67563034
1443,2515609,33091580,3257431,1843366,6279222,20675520
1444,2515708,28030852,1882981,1210423,6116993,17895179
1445,2515807,64586343,4131709,11012691,11967101,34991854
1446,2515906,57685824,13293872,2431319,8738424,31929314
1447,2515930,48502373,5365699,2865289,10109463,28216926
1448,2515971,94345960,9534386,4651706,30992741,41286107
1449,2516003,300929345,8212659,15179167,123958845,124166315
1450,2516102,178068213,20994946,10489511,58875098,76380893
1451,2516151,34184692,1196947,1106291,7773441,22799397
1452,2516201,1227898866,22058627,158895638,580881698,309532807
1453,2516300,184703694,12231324,12932081,61909204,84251990
1454,2516409,79834818,5784767,2196056,16038805,52885826
1455,2516508,119244656,10685539,5746624,27596340,70424611
1456,2516607,120800285,7284473,5651660,30234927,72798905
1457,2516706,143924596,13308766,10521764,40929310,72620567
1458,2516755,29517099,1541191,2119539,6115577,18727151
1459,2516805,74899750,5923409,2516964,18443347,44787771
1460,2516904,174178456,5054902,8894433,72131143,74369148
1461,2517001,76661448,5797686,2898823,15120971,50173456
1462,2517100,31516408,2914871,1971900,7111482,18290425
1463,2517209,41862593,2728452,3995676,7025271,26922585
1464,2517407,23511290,1831971,985276,4898177,15009464
1465,2600054,1775521662,10819360,391669186,692311558,409950763
1466,2600104,464402203,7349966,29999609,223328787,157322409
1467,2600203,170114456,10152078,4783158,57942483,86067345
1468,2600302,282239293,34473912,20317932,90440055,114549531
1469,2600401,256466407,17958147,6454503,63638112,157301300
1470,2600500,362224846,29933131,12701151,114812150,179626963
1471,2600609,140198977,27746290,3450571,36910085,65857828
1472,2600708,331121063,42874195,17253547,88172811,170663620
1473,2600807,176662579,13701499,6998823,51452247,95211172
1474,2600906,224619703,43829998,9558525,56183006,104090221
1475,2601003,137899784,49561992,5013966,24728346,54107953
1476,2601052,149605195,4304732,4443167,41530943,92090628
1477,2601102,1048186103,34026869,206625195,367501101,359334209
1478,2601201,1094831158,8301413,69587851,580722842,306540313
1479,2601300,135406286,30115338,6977587,26652960,66382533
1480,2601409,443385949,14688055,18193670,186701176,185984087
1481,2601508,84950576,8895398,2444533,19113178,51359776
1482,2601607,288800668,100557251,8956505,72482898,95627163
1483,2601706,1937403607,152826450,626335206,545571614,359397294
1484,2601805,91133718,3460994,2426987,21274045,60430360
1485,2601904,761317583,18267824,98882272,305519190,265972648
1486,2602001,289448962,35466906,13641843,67619200,161973438
1487,2602100,555891634,57521802,91543879,161223756,207017385
1488,2602209,336879721,36892717,23031153,95051456,162507116
1489,2602308,457235173,76748978,52661172,134155065,166373175
1490,2602407,175382905,77253828,5910317,35268554,44324257
1491,2602506,61959061,4519336,5090239,13924887,36487567
1492,2602605,403421263,8673698,15458363,123333923,236777161
1493,2602704,111808597,12835471,7506596,26676045,60639076
1494,2602803,441351800,54696059,9721093,109508455,246380725
1495,2602902,9922739359,35028464,2518638135,4087788555,1054907075
1496,2603009,412831747,26281604,16133646,169541181,157017687
1497,2603108,223975019,24632006,10374687,85935527,83125486
1498,2603207,320795758,27626066,131934235,40775562,111413734
1499,2603306,102440175,25047599,3117215,19346845,52053667
1500,2603405,51377059,1376746,1432044,14765335,30907462
1501,2603454,2132948679,9804937,97329352,997693414,673549612
1502,2603504,165589419,6264606,5099910,59998844,81506621
1503,2603603,143750614,12745679,42872821,34088082,44254722
1504,2603702,210675459,27477581,9213174,55686955,107783655
1505,2603801,209099087,30036472,25712165,52795934,88660555
1506,2603900,157607068,11225439,6433670,45528125,86156208
1507,2603926,81578700,4644532,1398678,15189171,57701122
1508,2604007,1591320358,26916845,328762315,699455664,354318378
1509,2604106,7610822130,110384996,793572102,4106275830,1527960217
1510,2604155,95317797,4902075,2104810,18356807,67741729
1511,2604205,297472319,6801886,5672265,91366922,180316633
1512,2604304,96670709,7409850,3473137,24162318,57773901
1513,2604403,161195729,19788943,4204117,60570746,63234398
1514,2604502,221545424,26329403,9113511,70415755,99481474
1515,2604601,233307304,13243501,9012893,82131356,117138414
1516,2604700,174217243,42973716,7070969,33108178,85658417
1517,2604809,115169781,12394065,2585007,28128169,67851824
1518,2604908,96182664,7192433,2839596,28195537,53876694
1519,2605004,276367316,12462978,26327639,107950762,108219289
1520,2605103,501999623,13133102,51043190,211804209,166195277
1521,2605152,220631718,9396823,8553295,86704317,87127080
1522,2605202,1061909262,57421604,246439203,346054729,286679625
1523,2605301,289108326,42271975,8639929,81949082,143627730
1524,2605400,202759859,11678813,22273525,57507275,98562095
1525,2605459,192950832,702196,7575805,151603973,9046426
1526,2605509,111448671,10039941,5921876,34647345,54276791
1527,2605608,179460376,8107282,12428792,52912898,94179437
1528,2605707,432109088,14265209,34824239,175237631,157121297
1529,2605806,126865183,3968867,7478766,35106486,74166838
1530,2605905,236949049,36442627,5422705,54681564,131929728
1531,2606002,2603254057,71910354,374489603,1225743728,611071695
1532,2606101,415396237,42526376,92994387,100285235,131484138
1533,2606200,10225461069,203978692,5476599277,1958572897,397183209
1534,2606309,69645889,11498158,3665808,15615432,36017031
1535,2606408,1232960592,42113701,117169713,580349170,363357411
1536,2606507,175262974,28719314,11178759,37176087,91200101
1537,2606606,287260178,78063673,7972916,64741435,124607712
1538,2606705,64117713,10444877,2688606,12086225,37289697
1539,2606804,2658698088,48634455,850275139,874084686,506488882
1540,2606903,97413761,9421064,2894136,24262546,56346577
1541,2607000,175494195,18162304,6751990,43188034,97893540
1542,2607109,37869808,2844804,1174694,8489763,24204444
1543,2607208,12718762304,91750394,4657309187,3721230971,849255086
1544,2607307,320309153,14904877,63278524,89915798,129566259
1545,2607406,61989262,7130522,1937187,13524231,37334189
1546,2607505,238644591,30707465,14167909,60397008,121427992
1547,2607604,254172694,6079976,17052067,99101777,116286538
1548,2607653,460741502,50929438,16502464,190159578,157865370
1549,2607703,113688392,10441289,3686283,32420464,62078992
1550,2607752,1849064528,23013865,771906020,414805847,144696096
1551,2607802,139371989,19907725,8474215,30025439,77233060
1552,2607901,13870739477,21167561,2165773363,6538730872,2782902480
1553,2607950,98926973,9179268,3306762,22244388,61325447
1554,2608008,135304907,9173902,3672180,37222474,79250197
1555,2608057,131058374,10666450,5324655,34850836,71363677
1556,2608107,308840960,4926423,52876059,85697574,146681759
1557,2608206,134099611,6791593,20262040,27693908,72644598
1558,2608255,115456981,32853464,3334250,19348376,57551479
1559,2608305,170105800,23351737,24635267,42214570,71343749
1560,2608404,109705707,7439317,3672276,26078119,68967907
1561,2608453,285817122,95460354,7370862,74371377,90359317
1562,2608503,338434291,14921329,102077685,89738599,106741481
1563,2608602,120664295,25492925,3271605,23469101,64341865
1564,2608701,112330985,13494812,4379476,22382964,68756760
1565,2608750,392796320,139493437,20444683,97219165,112232203
1566,2608800,488833853,48195983,23423316,194609273,180585322
1567,2608909,805272327,29738675,62826373,389012186,245037510
1568,2609006,286458498,54287117,9805084,87039353,115437809
1569,2609105,190294704,43216133,20972055,43756933,71511197
1570,2609154,132607846,5492592,2779805,23526751,97631536
1571,2609204,85021473,5730577,2387748,17444703,57662621
1572,2609303,158837804,5173745,7438345,58148195,73478244
1573,2609402,695216815,57209751,115768758,200901845,257968067
1574,2609501,547715404,48362268,117362892,185185649,153106264
1575,2609600,5774906513,3271126,664181271,2972254840,1484615509
1576,2609709,353975182,164189634,6305479,64448258,106420301
1577,2609808,188709960,60178510,8411354,35500497,74725187
1578,2609907,710121766,26718324,53709117,278804697,294271953
1579,2610004,852054088,13348260,29241969,446450794,275813157
1580,2610103,72672720,12820617,2080497,14159929,42061961
1581,2610202,194535849,10627844,5176265,50743598,121971412
1582,2610301,219513107,12856190,105951779,26805822,65147481
1583,2610400,181076960,8438508,7159009,53182434,101069447
1584,2610509,231314147,6911388,6644029,71994651,133537948
1585,2610608,872151259,363035502,39639016,190735407,238177764
1586,2610707,4539274672,12143635,637079862,2127461007,1284529314
1587,2610806,250544099,28657527,50773641,55847726,100038809
1588,2610905,728181211,36484592,52646193,281415870,290897348
1589,2611002,1475796271,57413428,934295969,259086765,176897972
1590,2611101,7266146277,1075281622,733862185,3198266363,1498367503
1591,2611200,86447451,3500366,2756956,22345364,53660048
1592,2611309,437572016,40641531,78437476,149395200,121417441
1593,2611408,167443288,18937279,33399406,36197205,70833449
1594,2611507,184603345,15112772,5425201,45645135,110653164
1595,2611533,56394091,5346753,1506129,13907110,33759400
1596,2611606,54691223455,51037435,5471173433,32806964137,7463702099
1597,2611705,193010881,27080217,8261088,54901158,93866529
1598,2611804,464015865,51785576,35686729,145026749,201558314
1599,2611903,270464201,32463581,38986752,69074473,114233891
1600,2612000,136558826,30386691,4452551,41750823,51742354
1601,2612109,71669958,2834773,1475656,13621310,52049473
1602,2612208,978058768,18587520,107065557,467516342,270073625
1603,2612307,131143373,16397129,10114384,30548292,69421766
1604,2612406,212090203,18958104,7299789,63433965,109584492
1605,2612455,121402283,15543324,3350489,28049348,69391386
1606,2612471,98084365,5523796,4235428,24717421,59195303
1607,2612505,1584520166,4071445,221987946,714221517,446731460
1608,2612554,101168242,5393998,3647342,22040048,66146663
1609,2612604,650265099,271457527,24249790,123492323,205706368
1610,2612703,110899276,1756187,7906973,32254342,62932968
1611,2612802,90714589,4035260,5970715,22489118,54315829
1612,2612901,103171999,7968590,2338531,18783296,71466975
1613,2613008,1297041829,794583702,40666382,174888551,246219731
1614,2613107,377230618,27679883,34925405,123056368,161986984
1615,2613206,238786218,46855370,8047197,63917497,104917886
1616,2613305,168710992,12822258,5166212,46204268,96866689
1617,2613404,241196014,10714336,10682277,99616303,96246990
1618,2613503,290608683,13211711,14813879,95456954,148835814
1619,2613602,409846470,56002662,35185889,138450422,149275962
1620,2613701,1259339215,19010739,123703532,527295025,457345868
1621,2613800,273364551,117589310,7081657,56494826,81051206
1622,2613909,1541192116,30699537,125388229,786671490,373457498
1623,2614006,138384775,9103974,3622030,30591886,90705356
1624,2614105,550782073,11443979,203502546,129003948,157561339
1625,2614204,521382038,53158975,82789033,145214752,202648509
1626,2614303,84572103,3440192,1925224,19669707,56887411
1627,2614402,45988536,4064199,934382,9288950,30616641
1628,2614501,810720891,7562459,71743152,383019554,266195237
1629,2614600,280165463,12811794,13848165,107478398,123752120
1630,2614709,199777401,78703378,19676467,34387996,58466764
1631,2614808,182089365,7178828,8825844,43606165,113787827
1632,2614857,318937043,11979564,18461517,150381553,115687571
1633,2615003,298466486,9904225,54919998,92764938,122282946
1634,2615102,65887615,7939332,2643116,13223095,40085076
1635,2615201,70571722,2112929,2268578,16626443,47298098
1636,2615300,674549418,17434972,55922488,308369865,231529038
1637,2615409,709088538,348207,140849607,298961265,194012269
1638,2615508,128547831,18798411,5458234,35767445,62512333
1639,2615607,322945790,3536600,53369734,108343798,132851446
1640,2615706,148288904,8054331,4925547,54518501,71420883
1641,2615805,193422639,15662068,6299752,42624373,120549369
1642,2615904,82649038,5216893,3401421,27749456,40927763
1643,2616001,210081058,21741805,40606759,54939295,82241559
1644,2616100,75579164,4217421,3006112,19725127,46157361
1645,2616183,67431227,1702459,8810424,15775976,38881823
1646,2616209,171586290,2536052,7295476,60896914,89063340
1647,2616308,475914619,178565675,34767992,97196063,147793799
1648,2616407,4184120371,73264026,1145711356,1661563300,600391277
1649,2616506,127056203,6898445,2481827,35965001,74306856
1650,2700102,161083739,17818949,8473019,42303651,86837983
1651,2700201,202215149,65785454,10683925,41224501,79126151
1652,2700300,4975188039,714756421,382188376,2470540781,869549357
1653,2700409,936761877,498349887,43362233,171811378,202075018
1654,2700508,185001409,70486209,4639714,35284210,71183802
1655,2700607,215072936,40848499,18337740,101558914,44240857
1656,2700706,171642010,15057019,12723145,58402766,75130954
1657,2700805,106380465,68217164,3274401,13934285,19742582
1658,2700904,100931241,27750655,24416178,16019152,31155710
1659,2701001,354464623,117106533,31188361,76860875,113892639
1660,2701100,506553730,400047056,10373391,42221455,52135079
1661,2701209,102071828,18026761,4185510,25796475,50937354
1662,2701308,180158216,25719080,5286656,44872500,99708342
1663,2701357,62839107,15739178,1610088,12607483,31964759
1664,2701407,510190900,88564239,73353497,103494020,204580508
1665,2701506,93603655,15935833,8148382,18876016,46530275
1666,2701605,126729923,11207867,3779228,28804740,79557268
1667,2701704,191582112,33681062,12282115,51586016,87602193
1668,2701803,66808762,2963393,2362583,16354605,43257753
1669,2701902,114503409,63010118,2825398,15081072,32318668
1670,2702009,131489306,55879420,3804951,25603494,43420372
1671,2702108,265004189,80172768,18008403,61156671,94672416
1672,2702207,75403812,27379343,2778107,12665131,31484953
1673,2702306,1404933575,442294800,278042123,298750404,239038057
1674,2702355,250010395,69764234,16368355,54504460,101735586
1675,2702405,574185995,29910848,45531768,251799496,212973148
1676,2702504,75996660,8033243,2398834,17228624,45980991
1677,2702553,117594009,14503740,4046445,27808759,68573487
1678,2702603,329743710,171530931,11133812,47444146,95869560
1679,2702702,103435020,50400477,8762364,16118046,24775238
1680,2702801,214697744,104423877,6337809,47818200,49835667
1681,2702900,380601301,94878354,13986663,91909836,170313161
1682,2703007,141456667,46375404,4435312,27915403,60124712
1683,2703106,220052261,52466764,7962040,51633133,103203347
1684,2703205,386801700,128216549,60643046,63070126,104638511
1685,2703304,133093848,13189223,4318273,34581062,76443088
1686,2703403,53560281,10077782,1969349,10968658,29541484
1687,2703502,163819771,109192288,4085807,17605776,31907699
1688,2703601,172721515,72197573,5983866,54006331,34649715
1689,2703700,53416318,14925113,1422187,8593572,27595237
1690,2703759,253942721,153163183,11895143,28014192,53229425
1691,2703809,343494502,179760482,9535126,47086338,103581895
1692,2703908,47847853,12226250,1678640,9248162,23883504
1693,2704005,330715533,138707570,16242486,75080219,91447918
1694,2704104,209760124,76399116,6984456,41815528,79886499
1695,2704203,510684791,271592205,24825748,74873277,121085025
1696,2704302,23411869482,182481813,2868033695,13402931572,3605519608
1697,2704401,195052890,36197284,6113568,60618271,85802944
1698,2704500,694453604,211539421,27480152,275190257,142152409
1699,2704609,70324795,9309603,2462242,18202767,37895618
1700,2704708,2408888724,116601933,863726711,567225645,270262530
1701,2704807,155533307,17685220,5842584,67549872,56169722
1702,2704906,39743254,11518943,1422589,7344290,18814370
1703,2705002,247876618,74481688,6971284,50077818,110914843
1704,2705101,306973478,69671386,37317806,77060576,100986377
1705,2705200,177492524,29006986,19881768,51123093,70523743
1706,2705309,58504745,13534202,1926821,12276070,29236132
1707,2705408,57994322,4486277,4283159,13409774,33517750
1708,2705507,404936046,194000598,18708378,72044452,109420828
1709,2705606,158769428,67933428,4594507,27497388,56315394
1710,2705705,217964087,10502509,13783585,91082995,85736302
1711,2705804,75480880,6866767,2669741,19233353,44456593
1712,2705903,50483109,10279357,1583665,9181575,28785161
1713,2706000,84746998,7250113,2990674,21327933,49995284
1714,2706109,83592098,7613244,4251518,21430378,47974492
1715,2706208,39564796,1986758,1601097,8220707,27127485
1716,2706307,947013586,82926845,80462153,422719192,295032344
1717,2706406,216317048,27282414,15308972,57800758,107347424
1718,2706422,76646726,8298046,4368561,16266944,45596884
1719,2706448,170825748,28055776,18744479,56894742,60910373
1720,2706505,217863314,103326385,6307746,34282229,70699545
1721,2706604,77637471,20750815,3018090,16058975,36104249
1722,2706703,796391471,140296942,37954750,331505375,245947045
1723,2706802,311226426,177174775,8618147,50589122,68995981
1724,2706901,542754777,62237252,86166058,169188019,188261487
1725,2707008,38030302,13189742,915961,5390252,18099837
1726,2707107,268003715,48766894,11736279,78029169,119328621
1727,2707206,92541912,9319049,3108765,19601297,58323724
1728,2707305,352156875,89882532,28679702,101843988,116792139
1729,2707404,214059571,116796829,6950419,41205215,45370811
1730,2707503,202440268,57325128,6002914,46360511,84977590
1731,2707602,139084000,48958331,7154815,24466068,54963897
1732,2707701,1167789567,44226885,141666591,495757887,299201101
1733,2707800,138243583,68166934,4507564,22522851,40534305
1734,2707909,174613572,18223127,44568275,34555815,38679956
1735,2708006,563952153,22623731,29764221,296420246,169084210
1736,2708105,971680067,816130534,19332578,77799825,55532113
1737,2708204,91276594,34065682,7789720,12053719,33901729
1738,2708303,364687531,109265636,62281001,68176566,93269213
1739,2708402,274159602,23431795,32142752,69064843,138698460
1740,2708501,624774804,207293258,136490652,115708477,97686701
1741,2708600,1123401439,95530647,277029881,381104152,264215179
1742,2708709,164777575,63052583,5449136,52737916,39320477
1743,2708808,564021749,237870677,15221465,146380166,148419619
1744,2708907,187816984,5991618,28732932,74969102,64938940
1745,2708956,87435383,7633796,2217634,18851105,56654170
1746,2709004,59958582,16731070,1723066,10426737,30227142
1747,2709103,312753317,147265482,10423444,61937312,85015135
1748,2709152,505837757,128421284,40541850,133037793,178750508
1749,2709202,200850267,49179569,9571079,29553284,108036388
1750,2709301,1053666875,346432666,67433036,291411581,294894987
1751,2709400,420546203,162087882,16947169,106502062,124774610
1752,2800100,33270954,1093780,2631124,6390655,21743439
1753,2800209,240414532,36155454,11877935,70923405,108936736
1754,2800308,17534512574,3696498,1858486042,10218295823,3214563578
1755,2800407,116827808,22213184,5784410,25341863,58129174
1756,2800506,220987477,40881414,14301886,55045402,95802392
1757,2800605,578599761,2795450,75959906,202868199,189848896
1758,2800670,292964203,22211176,13293646,99669346,139613489
1759,2800704,89325549,12976840,6238142,18418978,47994165
1760,2801009,214192773,13199899,23128879,70547900,94561457
1761,2801108,55654225,13906517,2634890,10067587,26639018
1762,2801207,2652534844,18064017,2287268812,128256361,196538591
1763,2801306,389807712,22409132,54942518,106780804,177863807
1764,2801405,324497927,86415085,11005118,90460430,114544508
1765,2801504,458543996,2761736,189574132,114070906,116533802
1766,2801603,59760559,2439878,3306565,17819443,33178528
1767,2801702,209978612,31959090,12845164,49145732,105099858
1768,2801900,50271160,12237926,2434750,9478724,23828735
1769,2802007,151466875,4684186,70652164,30052831,42701493
1770,2802106,1957454362,61923821,608427281,576036526,372756555
1771,2802205,75014442,18690491,3527395,14908766,33976024
1772,2802304,252792989,45388530,32080806,71165898,80412402
1773,2802403,118319511,24115067,4821813,21656365,62272675
1774,2802502,36139005,833325,2347856,7645545,24391658
1775,2802601,73683512,19424460,3258427,14905385,32099285
1776,2802700,76382375,5480541,3494501,17560998,47103853
1777,2802809,193279295,38873548,6657326,39861780,99358912
1778,2802908,2007419616,170336629,124149813,999779654,459487469
1779,2803005,435555234,40619192,26785526,135845416,204971555
1780,2803104,58714971,7505534,3896624,14396203,29604176
1781,2803203,857703126,40024833,302478601,201930476,187823375
1782,2803302,416109755,50177044,142170722,90451342,116037849
1783,2803401,177714977,44146198,6839584,41799008,76127186
1784,2803500,1641972455,89685409,233378500,609262965,512457368
1785,2803609,809715231,18679956,257117602,219136737,178234243
1786,2803708,78669564,10514304,4065618,20223789,39363477
1787,2803807,43235393,1530906,2446942,11602431,25971826
1788,2803906,165718360,51933232,6147316,35434090,64422140
1789,2804003,339628181,8982055,102471661,81809731,106416826
1790,2804102,205701521,89576512,7151013,39796158,57307929
1791,2804201,158463196,20986039,5197726,42910021,79659572
1792,2804300,93464445,7452968,9716294,26407031,45297132
1793,2804409,260407659,50753726,19714354,73782184,95867608
1794,2804458,97932175,17394236,5386201,23939923,45584195
1795,2804508,571072711,52186883,37955739,253033856,167566541
1796,2804607,343410691,25441058,41699546,110240279,138410690
1797,2804706,69743969,8768804,3694958,18787430,34747235
1798,2804805,2737245673,10590696,434045107,1038866095,856474793
1799,2804904,190487484,26298982,25640344,34335971,88222946
1800,2805000,42832007,9914792,1545337,7577818,22117219
1801,2805109,90776339,6290258,5045393,22632565,51762252
1802,2805208,76814769,15172216,2661317,16984036,37986093
1803,2805307,125305274,5628623,16213690,31757592,65982305
1804,2805406,316793507,51105799,12601588,67480585,170352306
1805,2805505,248798037,17480081,22489057,76900318,115169679
1806,2805604,284613269,33959319,16757809,73522061,144428065
1807,2805703,513985693,11553972,59101285,235048718,145645027
1808,2805802,303020850,129674726,9300418,45422103,105637241
1809,2805901,206046169,8699564,67681797,45105394,59924888
1810,2806008,311673407,24253146,52647637,105838797,98295512
1811,2806107,314474684,2090221,128378467,65062180,83548748
1812,2806206,186007992,22144628,9990337,48432011,95963127
1813,2806305,162501558,40918287,4128029,30344086,79884398
1814,2806404,82572626,15659543,2940754,16912959,44056222
1815,2806503,47355386,5125994,2414170,8781586,29776543
1816,2806602,135934751,12965125,22542877,31062856,63212009
1817,2806701,947105507,31851796,124715388,311343359,400270264
1818,2806800,105484841,5250339,10006232,26954685,57639097
1819,2806909,40056979,2306419,2023143,9006812,25173280
1820,2807006,39585633,4509735,2185149,7520896,23543293
1821,2807105,639113988,102142239,68344821,199407671,201597961
1822,2807204,151347636,8119560,42184351,33973010,61437783
1823,2807303,37751139,4219664,1933530,7526772,22849834
1824,2807402,585360098,16258871,38957713,235478099,244652234
1825,2807501,124792499,16215327,5023235,26615578,71901528
1826,2807600,352614826,25720350,18250374,143269862,135958216
1827,2900108,62645674,3159163,2582704,18562051,35823823
1828,2900207,151260344,14685231,8270446,43724731,75528784
1829,2900306,127039722,20057642,6169148,40181532,55736617
1830,2900355,173473912,62813642,7408628,36092493,62424723
1831,2900405,131044516,19844737,8355380,28997577,69111392
1832,2900504,69608973,3503052,6054658,18004722,39612275
1833,2900603,45750352,11607877,2054968,9003950,21706276
1834,2900702,4261287911,82279645,924604880,1703185457,575554865
1835,2900801,288598813,57570342,27353995,92812610,92721534
1836,2900900,53044955,12386322,2497904,12049983,24614497
1837,2901007,393229998,23738445,32046647,178643157,124904409
1838,2901106,331121079,33142731,25903502,140395010,93345820
1839,2901155,133365283,27248212,9461665,31190717,57757594
1840,2901205,185459957,14316078,11857358,66730389,80835488
1841,2901304,110614092,6836333,4969178,36225652,57414572
1842,2901353,195825469,7277840,61251059,54914111,63644804
1843,2901403,141701565,35917493,5992957,39486850,55490053
1844,2901502,84975215,2635959,3740825,31757784,41010033
1845,2901601,127207984,11903145,6061321,39546650,63202835
1846,2901700,110322427,6035671,4074707,42234932,46267331
1847,2901809,72967399,4628288,4035323,18565783,42792346
1848,2901908,133586996,16043145,6920520,33200248,72741002
1849,2901957,65188766,10552577,2871029,15601234,33950499
1850,2902005,116721629,23103992,5708097,30808687,51496922
1851,2902054,243232226,6818936,109394635,59096471,60001120
1852,2902104,435339322,51154582,28127512,139950630,195990759
1853,2902203,96908126,16911082,11155454,21902580,41289799
1854,2902252,89447130,14623200,3977018,18619478,49667038
1855,2902302,68859218,12868645,2762971,17900446,32604105
1856,2902401,109567959,20490317,9047134,24381151,51196545
1857,2902500,169459394,59549053,5821884,42300560,56418571
1858,2902609,156981171,13044175,8189679,51335897,77182097
1859,2902658,91553683,8645132,4260743,23044381,51634773
1860,2902708,380443946,30760217,14353458,126218946,192726722
1861,2902807,263051253,40418764,11323014,118765706,75484982
1862,2902906,393203204,96391699,40112247,107739392,127155635
1863,2903003,97848817,6090247,4888643,35437881,47435531
1864,2903102,63171666,17507685,6982741,12424986,24627172
1865,2903201,5178166436,861267739,817327826,2336594047,614536815
1866,2903235,100235540,10318658,5230533,26284361,53714694
1867,2903276,230354338,7082048,108484624,52985912,54078391
1868,2903300,60936488,16062033,2197222,13385694,27804587
1869,2903409,318411271,79206906,19230136,101703763,101376927
1870,2903508,146143174,9174726,6317507,52628210,69059251
1871,2903607,128436846,8012031,11642602,29456070,70338652
1872,2903706,97570263,11068816,4662720,25349813,52080826
1873,2903805,127991260,17789407,6328278,32843019,65681749
1874,2903904,1108134001,181532838,212149836,384719000,249602433
1875,2903953,62359970,3823539,2371219,15579356,37557302
1876,2904001,97544045,6664662,4484726,29790376,51595377
1877,2904050,165818484,40276050,7628126,44078700,65431150
1878,2904100,166261642,10464182,12321371,53589572,83295382
1879,2904209,94467101,8019011,4017699,32287089,45828255
1880,2904308,122241706,7371350,5527231,42800643,57602281
1881,2904407,95312500,27355471,3119022,22353590,38245356
1882,2904506,83859352,4675402,6123672,25873455,42599249
1883,2904605,1727280057,33092045,774857744,576243154,223412033
1884,2904704,209646335,16549828,8732471,94459060,68288890
1885,2904753,138372999,11719183,4399985,35410220,78184826
1886,2904803,65884206,14691895,2825392,14617580,31772420
1887,2904852,130050248,16490089,7281181,31057717,70490298
1888,2904902,431170253,24873379,82995911,174711318,115640319
1889,2905008,286452786,10335316,20343004,138222132,77056636
1890,2905107,80228236,13189427,5481244,18966040,39746348
1891,2905156,89482839,6140961,4667801,22421835,52761627
1892,2905206,905219638,18591764,360461209,278431030,183695225
1893,2905305,155030708,12263004,9062498,50385783,73645172
1894,2905404,1059092131,16177805,576617546,358699573,86929983
1895,2905503,97023491,4686933,8933779,26054676,53550872
1896,2905602,293318490,21697754,16372701,112751254,126049301
1897,2905701,26244432854,14580448,10556076467,7855130186,1372757932
1898,2905800,359393772,58361556,17797996,127310410,127979334
1899,2905909,242019184,20212207,19054384,78190205,110881964
1900,2906006,967447213,54340838,321555168,267094798,254272968
1901,2906105,69642279,8557255,5261988,16658160,36664713
1902,2906204,208360538,31585588,13166091,63773891,87182115
1903,2906303,343813459,75012739,19427158,113180693,119807588
1904,2906402,58468448,7066235,2996328,14016870,32581922
1905,2906501,4681094539,11702464,1629018475,1724949598,430058928
1906,2906600,120458994,15804149,7660836,39607139,50666449
1907,2906709,210362608,7120105,10806446,80348962,97652440
1908,2906808,285990514,28745601,13732046,90950188,139237140
1909,2906824,132498508,19959555,6777293,39885365,58815955
1910,2906857,96726660,12123363,7793983,27208817,44919219
1911,2906873,426974157,8346060,26388781,232246733,114069061
1912,2906899,76677325,8727161,5527066,21879244,35288047
1913,2906907,345706002,97173162,14091534,123837796,90752294
1914,2907004,118803003,18654526,27261098,27516688,40574238
1915,2907103,244518302,41195100,9966314,74604809,106663371
1916,2907202,758000129,134251132,108723598,203212070,260896140
1917,2907301,294942122,13884145,42961183,121050838,95540660
1918,2907400,76671028,5398656,3191894,41028025,15537356
1919,2907509,646068527,7138655,103896163,285271313,188248936
1920,2907558,64268190,7696390,3511379,15436939,35081380
1921,2907608,167581599,4369553,16738373,61819726,66417306
1922,2907707,81333564,5785557,5030467,21407506,46485186
1923,2907806,297265410,23700371,15059609,119928992,120469656
1924,2907905,134505794,3902128,7484626,48806549,66861506
1925,2908002,173128559,14655189,14863234,63490645,73176626
1926,2908101,297565803,101522224,29085778,63244860,75152468
1927,2908200,310788018,31412871,73054142,91088302,85028286
1928,2908309,175026507,14661558,17382011,66635556,63451619
1929,2908408,759909295,26446383,112464451,341840217,213753275
1930,2908507,2936276822,35342246,1534275007,536770460,129188033
1931,2908606,285928459,41982633,42699792,78498782,106195533
1932,2908705,157739754,9247407,12694312,58237950,69376816
1933,2908804,42285969,7390539,2176308,12137995,18066039
1934,2908903,201272642,14166910,18215165,61170193,94795436
1935,2909000,61703265,3915807,4109316,17896101,32812577
1936,2909109,138545695,28200988,7059719,40831299,53230470
1937,2909208,146878857,17667821,5719318,42524611,75694651
1938,2909307,1466469127,615840623,67864401,476137801,172536923
1939,2909406,137364825,34643966,8170782,29725061,59955300
1940,2909505,41140633,3686697,2457162,10441178,22575339
1941,2909604,167383345,25067075,7120759,45008385,83829955
1942,2909703,123122888,17839654,4998884,38205889,54037561
1943,2909802,981147272,15740989,84698457,547632522,222722803
1944,2909901,316642575,42871758,26690870,88208894,136557152
1945,2910008,104508189,18982184,3958734,25371375,52628649
1946,2910057,3456357784,2384783,1763569063,921418084,298534739
1947,2910107,118124221,19787466,5226219,37875071,47157295
1948,2910206,36152294,3918744,2285472,11468842,17042869
1949,2910305,63239129,9982770,3540817,16562041,30440865
1950,2910404,193252837,31380808,8113987,61789220,79210656
