,id_municipio,precipitacao_mm_1t,precipitacao_mm_2t
478,2501500,0.0,0.0
479,3105202,0.0,0.0
480,3105301,0.2,3.2
481,4202081,0.0,5.6
482,5001508,0.0,0.0
483,4102406,0.0,60.6
484,1703057,0.0,0.0
485,1501253,0.0,0.0
486,2902658,0.0,0.0
487,4301651,0.0,5.4
488,3505005,0.0,13.2
489,3105400,0.0,9.0
490,4301701,0.2,6.8
491,2101509,0.0,0.0
492,5101605,0.0,1.0
493,3105509,0.0,0.2
494,4301750,0.2,19.400000000000002
495,2401453,0.0,0.0
496,2501534,0.0,0.0
497,3105608,0.2,0.0
498,2301901,0.0,0.0
499,3505104,0.0,1.2
500,4102505,0.0,11.799999999999999
501,1501303,0.0,0.2
502,2401503,0.0,0.0
503,1300409,16.2,0.0
504,3505203,0.0,2.2
505,2902708,0.0,0.0
506,4202099,0.0,5.6
507,3505302,0.0,9.2
508,2201176,0.0,0.0
509,2902807,0.0,0.0
510,2601300,0.0,0.0
511,2501609,0.0,0.0
512,2501575,0.0,0.0
513,2700508,0.0,0.0
514,3200904,0.0,1.0
515,2501708,0.0,0.0
516,2700607,0.2,0.2
517,5101704,0.0,0.0
518,3505351,0.0,4.4
519,2902906,0.2,0.0
520,2101608,0.0,0.0
521,5101803,0.0,0.0
522,4301859,0.0,15.2
523,4102703,0.0,13.2
524,2903003,0.0,0.0
525,1703073,0.0,0.0
526,3300308,0.0,0.0
527,4301875,0.0,1.4000000000000001
528,4301909,0.0,17.6
529,4301925,0.2,6.8
530,2903102,0.0,0.0
531,3505401,0.4,0.4
532,2800605,0.0,0.0
533,4301958,0.0,15.4
534,3105707,0.0,0.4
535,3300407,0.0,0.0
536,4202107,0.0,0.0
537,4301800,0.0,0.2
538,4102604,0.0,9.6
539,2201200,0.0,0.0
540,2301950,0.0,0.0
541,2903201,0.0,0.4
542,2201309,0.0,0.0
543,1300508,0.0,0.0
544,2101707,0.0,0.0
545,2601409,0.0,0.0
546,3505500,0.0,0.2
547,3505609,0.0,2.8000000000000003
548,2302008,0.0,0.0
549,2903235,0.0,0.0
550,5203203,0.0,0.0
551,2201408,0.0,0.0
552,2903300,0.0,0.0
553,2903276,0.0,0.0
554,1703107,0.0,0.0
555,2302057,0.0,0.0
556,4302006,0.2,10.0
557,3105905,0.2,0.0
558,3505708,0.0,34.6
559,3505807,0.0,1.0
560,5001904,0.0,1.2
561,2201507,0.0,0.0
562,2700706,0.0,0.0
563,3505906,0.0,0.0
564,5002001,0.0,0.0
565,2302107,0.0,0.0
566,3506003,0.0,10.8
567,2501807,0.0,0.0
568,3506102,0.0,0.0
569,2302206,0.6000000000000001,0.0
570,2302305,0.0,0.0
571,5002100,0.0,0.0
572,4102752,0.0,9.0
573,5203302,2.4,0.0
574,3106002,0.0,38.199999999999996
575,2101772,0.0,0.0
576,4102802,0.0,8.8
577,2201556,0.0,0.0
578,4202131,0.0,0.0
579,2101731,0.0,0.0
580,1501402,0.0,0.2
581,2501906,0.0,0.0
582,2700805,0.0,0.0
583,2601508,0.0,0.0
584,2502003,0.0,0.0
585,2201572,0.0,0.0
586,2601607,0.0,0.0
587,3300456,0.0,0.0
588,3106101,0.0,0.0
589,4202156,0.0,5.6
590,2903409,1.6,3.0
591,2903508,0.2,0.0
592,3106200,0.0,6.6
593,2601706,0.0,0.0
594,2700904,0.0,0.0
595,3106309,0.0,38.199999999999996
596,3106408,0.2,1.2
597,1501451,0.0,0.0
598,2201606,0.0,0.0
599,2101806,0.0,0.0
600,4202206,0.0,0.0
601,1501501,0.0,0.2
602,1300607,0.0,0.0
603,4302055,0.2,6.8
604,3506201,0.2,0.0
605,2401602,0.0,0.0
606,4302105,0.0,5.4
607,2101905,0.0,0.0
608,3106507,0.0,0.0
609,3106655,0.0,0.0
610,2502052,0.0,0.0
611,3506300,0.0,27.4
612,2101939,0.2,0.0
613,1703206,0.0,0.0
614,3506359,0.4,10.6
615,2201705,0.0,0.0
616,3106606,0.0,0.0
617,1300631,0.0,0.0
618,2601805,0.0,0.0
619,2201739,0.0,0.0
620,3106705,0.0,8.2
621,2601904,0.0,0.0
622,3106804,0.2,0.0
623,3106903,0.0,0.0
624,4202305,0.0,0.0
625,3506409,0.2,0.0
626,3107000,0.0,7.6000000000000005
627,3506508,0.0,1.2
628,3506607,0.4,10.6
629,2903607,0.0,0.0
630,4102901,0.0,1.4
631,4202404,0.0,0.0
632,4103008,0.2,38.2
633,3107109,0.2,0.0
634,3201001,0.0,0.0
635,4103024,0.0,28.599999999999998
636,3506706,0.0,2.2
637,2201770,0.0,0.0
638,2903706,0.0,0.0
639,2502102,0.0,0.0
640,4103040,0.0,0.0
641,2302404,0.0,0.0
642,1400100,0.0,0.0
643,2502151,0.0,0.0
644,4103057,0.0,28.599999999999998
645,4302154,0.0,15.4
646,4302204,0.0,0.0
647,4302220,0.0,26.400000000000002
648,2101970,0.0,0.0
649,4302238,0.0,28.0
650,1300680,0.0,0.0
651,4302253,0.0,12.4
652,2903805,0.0,0.0
653,2701001,0.0,0.0
654,1300706,0.0,0.0
655,2201804,0.0,0.0
656,3506805,0.0,9.2
657,3107208,0.0,0.0
658,4202438,0.0,0.0
659,3107307,0.0,0.8
660,4103107,0.0,0.2
661,2401651,0.0,0.0
662,2602001,0.0,0.0
663,5002159,0.0,0.0
664,3506904,0.0,27.4
665,3507001,0.2,41.0
666,2602100,0.0,0.0
667,3107406,0.0,0.6000000000000001
668,3300506,0.0,0.0
669,2602209,0.0,0.0
670,2102002,0.0,0.0
671,4202503,0.0,0.0
672,5203401,0.0,0.0
673,3107505,0.0,0.0
674,4202537,0.0,0.2
675,4302303,0.2,0.0
676,2201903,0.0,0.0
677,2401701,0.0,0.0
678,2502201,0.0,0.0
679,2903904,0.0,0.0
680,3107604,0.0,23.0
681,2903953,0.2,0.0
682,2102036,0.0,0.0
683,5203500,0.0,1.8
684,3107703,0.0,6.6
685,5101852,0.0,0.0
686,3107802,0.0,10.8
687,3300605,0.0,0.2
688,3201100,0.0,0.2
689,4202578,0.0,12.200000000000001
690,4103156,0.0,9.6
691,1501576,0.0,0.0
692,1703305,0.0,0.0
693,3507100,0.0,9.2
694,2102077,0.2,0.0
695,4302352,0.0,14.399999999999999
696,2201919,0.0,0.0
697,4302378,0.0,0.0
698,3107901,0.2,1.8
699,4202602,0.0,0.0
700,4302402,0.0,12.4
701,3108008,0.0,0.0
702,4103206,0.0,11.799999999999999
703,2502300,0.0,0.0
704,3507159,0.0,4.4
705,4103222,0.0,12.200000000000001
706,4202453,0.0,0.0
707,1400159,0.0,0.0
708,3108107,0.0,8.2
709,2201929,0.0,0.0
710,5203559,2.4,0.0
711,3108206,0.0,0.4
712,2904001,0.0,0.0
713,2602308,0.0,0.0
714,2904050,0.0,0.0
715,1501600,0.0,0.0
716,5002209,0.0,0.0
717,3108255,0.0,2.0
718,2502409,0.0,0.0
719,5203575,0.0,0.0
720,2502508,0.0,0.0
721,4302451,0.2,10.0
722,2201945,0.0,0.0
723,2800670,0.0,0.0
724,2904100,0.0,0.0
725,3507209,0.0,1.0
726,3507308,0.0,10.8
727,1300805,3.8,0.0
728,2502706,0.0,0.0
729,3507407,0.0,2.2
730,3108305,0.2,3.2
731,3507456,0.0,10.8
732,4103305,0.0,11.799999999999999
733,4302501,0.0,26.6
734,3108404,0.2,3.2
735,3507506,0.0,9.2
736,3108503,0.0,0.8
737,2904209,0.0,0.0
738,4202701,0.0,0.0
739,4302584,0.0,26.400000000000002
740,4202800,0.0,1.4
741,4202859,0.0,0.2
742,4302600,0.0,0.0
743,1501709,0.0,0.0
744,3507605,0.0,9.2
745,4103354,0.0,0.0
746,2701100,0.2,0.2
747,3108701,0.0,0.4
748,1501725,0.0,0.0
749,5002308,0.0,0.0
750,3108552,0.0,0.6000000000000001
751,4103370,0.2,38.2
752,1703602,0.0,0.0
753,1200104,0.0,0.0
754,2201960,0.0,0.0
755,5300108,0.0,0.0
756,3108602,0.0,0.4
757,5101902,0.0,0.0
758,3507704,0.0,1.0
759,3108800,0.0,7.2
760,5203609,2.4,0.0
761,3108909,0.0,0.0
762,2602407,0.2,0.0
763,3201159,0.0,1.8
764,2401800,0.0,0.0
765,2602506,0.0,0.0
766,1703701,0.0,0.0
767,2102101,0.0,0.0
768,3507753,0.0,1.2
769,2602605,0.0,0.0
770,2102150,0.2,0.0
771,2502805,0.0,0.0
772,2201988,0.0,0.0
773,2502904,0.0,0.0
774,2800704,0.0,0.0
775,1501758,0.0,0.0
776,2302503,0.0,0.0
777,2904308,0.4,0.6
778,2904407,0.0,0.0
779,1501782,0.0,0.0
780,1501808,0.0,0.0
781,5203807,0.0,0.0
782,4302659,0.0,12.4
783,3507803,0.0,0.0
784,3507902,0.0,8.2
785,2904506,0.0,0.0
786,3109006,0.0,8.2
787,2904605,0.0,0.0
788,4202875,0.0,0.4
789,4202909,0.0,0.0
790,3109105,0.0,11.0
791,3109204,0.0,9.4
792,2602704,0.0,0.0
793,2904704,0.0,0.0
794,3109253,0.0,10.8
795,2602803,0.0,0.0
796,1200138,0.0,0.0
797,1501907,0.0,0.0
798,3508009,0.0,4.4
799,3508108,0.0,1.2
800,2102200,0.0,0.0
801,5203906,0.0,1.8
802,2102309,0.0,0.0
803,5203939,0.8,0.0
804,1703800,0.0,0.0
805,2202000,0.0,0.0
806,2202026,0.0,0.0
807,2102325,0.0,0.0
808,5203962,0.0,0.0
809,2904753,0.0,0.0
810,2102358,0.0,0.0
811,1100452,0.0,0.0
812,3109303,0.0,0.0
813,3508207,0.0,0.0
814,3109402,0.0,32.4
815,4302709,0.0,14.4
816,1300839,0.0,0.0
817,2503001,0.0,0.0
818,5002407,0.0,0.0
819,2904803,0.0,0.0
820,2503100,0.0,0.0
821,2904852,0.0,0.0
822,3109451,0.0,0.0
823,5204003,0.0,0.0
824,2202059,0.0,0.0
825,2503209,0.0,0.0
826,1100031,0.2,0.0
827,2602902,0.0,0.0
828,3300704,0.0,0.0
829,3109501,0.2,3.2
830,3508306,0.0,10.8
831,3508405,0.0,34.6
832,2603009,0.0,0.0
833,4203006,0.0,0.2
834,3508504,0.0,0.0
835,4302808,0.2,12.0
836,1100601,0.0,0.0
837,4302907,0.0,5.0
838,5102504,0.0,0.0
839,2904902,0.0,0.0
840,5204102,0.0,0.4
841,3109600,0.0,7.199999999999999
842,5204201,0.0,0.4
843,3109709,0.0,0.0
844,3102704,0.0,0.0
845,1502004,0.0,0.0
846,1501956,0.0,0.0
847,4303004,0.0,14.4
848,2503308,0.0,0.0
849,5204250,0.0,1.8
850,3109808,0.0,1.8
851,2102374,0.0,0.0
852,3508603,1.2,0.0
853,3300803,0.0,0.0
854,1703826,0.0,0.0
855,2603108,0.0,0.0
856,4303103,0.0,17.6
857,3201209,0.0,0.0
858,2503407,0.0,0.0
859,2503506,0.0,0.0
860,2503555,0.0,0.0
861,2701209,0.0,0.0
862,4303202,0.0,2.2
863,1100049,0.0,0.0
864,3508702,0.2,3.2
865,5204300,0.0,0.4
866,2905008,0.0,0.0
867,2905107,0.0,0.0
868,3109907,0.0,7.199999999999999
869,2905156,0.2,0.0
870,3110004,0.0,6.6
871,2603207,0.2,0.0
872,2905206,0.0,0.0
873,2905305,0.0,0.0
874,4103404,0.0,0.0
875,3508801,0.0,2.6
876,4103453,0.0,0.0
877,4103479,0.2,38.2
878,3508900,0.0,8.4
879,3110103,0.0,0.2
880,5204409,0.0,0.0
881,4303301,0.0,26.6
882,4203105,0.0,15.2
883,4303400,0.0,15.2
884,2503605,0.2,0.0
885,2401859,0.0,0.0
886,2401909,0.0,0.0
887,2402006,0.0,0.0
888,3509007,0.0,39.0
889,2905404,0.0,0.0
890,3509106,0.0,1.2
891,3509205,0.0,34.6
892,2102408,0.0,0.0
893,2102507,0.0,0.0
894,3509254,0.0,2.4000000000000004
895,2503704,0.0,0.0
896,2202075,0.0,0.0
897,2503753,0.0,0.0
898,3509304,0.0,0.0
899,2701308,0.2,0.2
900,2202083,0.0,0.0
901,3110202,0.0,0.4
902,3509403,0.0,1.6
903,2603306,0.2,0.0
904,1600204,0.0,0.0
905,3110301,0.2,3.2
906,2503803,0.0,0.0
907,5204508,0.0,0.0
908,5204557,2.4,0.0
909,2905503,0.0,0.0
910,2202091,0.0,0.0
911,4103503,0.0,11.799999999999999
912,4203154,0.0,0.2
913,2603405,0.0,0.0
914,2905602,4.2,1.8
915,2905701,0.0,0.0
916,3110400,0.0,0.0
917,2503902,0.0,0.0
918,2905800,2.6,3.6
919,3110509,0.2,1.8
920,5002605,0.0,0.0
921,4303509,0.2,19.400000000000002
922,2603454,0.0,0.0
923,4303558,0.0,0.0
924,4103602,0.0,13.2
925,4303608,0.0,2.2
926,4103701,0.0,11.799999999999999
927,4103800,0.0,11.799999999999999
928,4203204,0.0,0.0
929,3300902,0.0,0.0
930,3110608,0.2,1.8
931,3110707,0.2,0.0
932,1502103,0.0,0.0
933,2302602,0.0,0.0
934,2603504,0.0,0.0
935,3110806,0.0,4.0
936,3110905,0.2,0.0
937,3111002,0.2,3.2
938,2701357,0.0,0.0
939,4303673,0.0,3.2
940,5204607,2.4,0.0
941,2102556,0.0,0.0
942,4103909,0.0,0.0
943,4303707,0.0,0.0
944,3509452,0.0,31.6
945,4103958,0.2,33.4
946,2504009,0.0,0.0
947,4104006,0.0,0.2
948,3111101,0.0,0.0
949,5204656,0.0,0.0
950,5102603,0.0,0.0
951,3509502,0.0,9.2
952,2202109,0.0,0.0
953,4303806,0.2,6.8
954,5204706,0.0,0.0
955,4203303,0.0,0.2
956,2701407,0.0,0.0
957,5204805,0.0,0.0
958,2905909,0.0,0.0
959,2202117,0.0,0.0
960,3111150,0.0,0.4
961,3111200,0.0,0.0
962,4203402,0.0,0.0
963,4303905,0.0,14.399999999999999
964,4104055,0.0,0.0
965,2801009,0.0,0.0
966,3111309,0.0,0.0
967,4104105,0.0,0.2
968,4203501,0.0,12.200000000000001
969,3111408,0.0,0.4
970,2906006,0.0,0.0
971,2701506,0.0,0.0
972,5002704,0.0,0.0
973,2202133,0.0,0.0
974,4104204,0.0,1.0
975,2202174,0.0,0.0
