,id_municipio,populacao_2019
3406,3512506,6058
3407,3512605,4681
3408,3512704,4055
3409,3512803,72252
3410,3512902,7307
3411,3513009,249210
3412,3513108,35292
3413,3513207,8631
3414,3513306,2073
3415,3513405,82238
3416,3513504,130705
3417,3513603,21547
3418,3513702,33718
3419,3513801,423884
3420,3513850,1793
3421,3513900,11146
3422,3514007,8929
3423,3514106,27315
3424,3514205,2115
3425,3514304,8873
3426,3514403,46793
3427,3514502,12445
3428,3514601,9868
3429,3514700,6102
3430,3514809,15494
3431,3514908,17772
3432,3514924,3651
3433,3514957,2452
3434,3515004,273726
3435,3515103,69385
3436,3515129,3214
3437,3515152,20773
3438,3515186,44330
3439,3515194,4829
3440,3515202,8419
3441,3515301,2766
3442,3515350,9371
3443,3515400,16036
3444,3515509,69116
3445,3515608,5783
3446,3515657,1716
3447,3515707,194276
3448,3515806,1464
3449,3515905,2917
3450,3516002,14640
3451,3516101,2676
3452,3516200,353187
3453,3516309,175844
3454,3516408,154489
3455,3516507,2776
3456,3516606,6548
3457,3516705,44390
3458,3516804,4808
3459,3516853,4789
3460,3516903,10869
3461,3517000,11409
3462,3517109,4815
3463,3517208,12168
3464,3517307,5765
3465,3517406,40790
3466,3517505,21454
3467,3517604,17157
3468,3517703,21220
3469,3517802,8323
3470,3517901,11188
3471,3518008,2000
3472,3518107,6664
3473,3518206,32939
3474,3518305,29798
3475,3518404,121798
3476,3518503,18520
3477,3518602,40105
3478,3518701,320459
3479,3518800,1379182
3480,3518859,7656
3481,3518909,5267
3482,3519006,9526
3483,3519055,14930
3484,3519071,230851
3485,3519105,11710
3486,3519204,6321
3487,3519253,9240
3488,3519303,35104
3489,3519402,12393
3490,3519501,7753
3491,3519600,60033
3492,3519709,78878
3493,3519808,8243
3494,3519907,8159
3495,3520004,24674
3496,3520103,30432
3497,3520202,9534
3498,3520301,30857
3499,3520400,34970
3500,3520426,11166
3501,3520442,26686
3502,3520509,251627
3503,3520608,4885
3504,3520707,3897
3505,3520806,3991
3506,3520905,14971
3507,3521002,37133
3508,3521101,7546
3509,3521150,5392
3510,3521200,4218
3511,3521309,16409
3512,3521408,24235
3513,3521507,7993
3514,3521606,8294
3515,3521705,17556
3516,3521804,27125
3517,3521903,15262
3518,3522000,3835
3519,3522109,101816
3520,3522158,3328
3521,3522208,175693
3522,3522307,163901
3523,3522406,94354
3524,3522505,237700
3525,3522604,74773
3526,3522653,4241
3527,3522703,43120
3528,3522802,15149
3529,3522901,13992
3530,3523008,4906
3531,3523107,370821
3532,3523206,50503
3533,3523305,17436
3534,3523404,120858
3535,3523503,20697
3536,3523602,18157
3537,3523701,6499
3538,3523800,7841
3539,3523909,173939
3540,3524006,61252
3541,3524105,41824
3542,3524204,6929
3543,3524303,77263
3544,3524402,233662
3545,3524501,7067
3546,3524600,17866
3547,3524709,57488
3548,3524808,49107
3549,3524907,6602
3550,3525003,124937
3551,3525102,44380
3552,3525201,30044
3553,3525300,150252
3554,3525409,3159
3555,3525508,13220
3556,3525607,4523
3557,3525706,37015
3558,3525805,4776
3559,3525854,3367
3560,3525904,418962
3561,3526001,20679
3562,3526100,18812
3563,3526209,31444
3564,3526308,4896
3565,3526407,28516
3566,3526506,11980
3567,3526605,7260
3568,3526704,103391
3569,3526803,68432
3570,3526902,306114
3571,3527009,7980
3572,3527108,78013
3573,3527207,88706
3574,3527256,2289
3575,3527306,48885
3576,3527405,21747
3577,3527504,2394
3578,3527603,14947
3579,3527702,5790
3580,3527801,4584
3581,3527900,2649
3582,3528007,17163
3583,3528106,8120
3584,3528205,3698
3585,3528304,3119
3586,3528403,47150
3587,3528502,100179
3588,3528601,9846
3589,3528700,5853
3590,3528809,14002
3591,3528858,3031
3592,3528908,4084
3593,3529005,238882
3594,3529104,2112
3595,3529203,26461
3596,3529302,83170
3597,3529401,472912
3598,3529500,5490
3599,3529609,3836
3600,3529658,1908
3601,3529708,22226
3602,3529807,12908
3603,3529906,19779
3604,3530003,3086
3605,3530102,29564
3606,3530201,18259
3607,3530300,59824
3608,3530409,4871
3609,3530508,68885
3610,3530607,445842
3611,3530706,151888
3612,3530805,93189
3613,3530904,3493
3614,3531001,2259
3615,3531100,56702
3616,3531209,8038
3617,3531308,50498
3618,3531407,25087
3619,3531506,19008
3620,3531605,4166
3621,3531704,4653
3622,3531803,59772
3623,3531902,32968
3624,3532009,13622
3625,3532058,4758
3626,3532108,4486
3627,3532157,3141
3628,3532207,4857
3629,3532306,6661
3630,3532405,18524
3631,3532504,8930
3632,3532603,11478
3633,3532702,5213
3634,3532801,6973
3635,3532827,9755
3636,3532843,1881
3637,3532868,1267
3638,3532900,11186
3639,3533007,21500
3640,3533106,2316
3641,3533205,3969
3642,3533254,5830
3643,3533304,4101
3644,3533403,60174
3645,3533502,41052
3646,3533601,7432
3647,3533700,4289
3648,3533809,2496
3649,3533908,54772
3650,3534005,4381
3651,3534104,6515
3652,3534203,7066
3653,3534302,44028
3654,3534401,698418
3655,3534500,2603
3656,3534609,32879
3657,3534708,113542
3658,3534757,10361
3659,3534807,8562
3660,3534906,14197
3661,3535002,12957
3662,3535101,13275
3663,3535200,9283
3664,3535309,22221
3665,3535408,15777
3666,3535507,45703
3667,3535606,18222
3668,3535705,6454
3669,3535804,20197
3670,3535903,4078
3671,3536000,10964
3672,3536109,6435
3673,3536208,19648
3674,3536257,2161
3675,3536307,14670
3676,3536406,7366
3677,3536505,109424
3678,3536570,1833
3679,3536604,8945
3680,3536703,46687
3681,3536802,6093
3682,3536901,2494
3683,3537008,16744
3684,3537107,47919
3685,3537156,3093
3686,3537206,11331
3687,3537305,63407
3688,3537404,25669
3689,3537503,8668
3690,3537602,68284
3691,3537701,5980
3692,3537800,55348
3693,3537909,29185
3694,3538006,168328
3695,3538105,17049
3696,3538204,15207
3697,3538303,3692
3698,3538501,13657
3699,3538600,27303
3700,3538709,404142
3701,3538808,29806
3702,3538907,25492
3703,3539004,11417
3704,3539103,18895
3705,3539202,27527
3706,3539301,76409
3707,3539400,13636
3708,3539509,39719
3709,3539608,5237
3710,3539707,3550
3711,3539806,117452
3712,3539905,6059
3713,3540002,22014
3714,3540101,3416
3715,3540200,49961
3716,3540259,4628
3717,3540309,2577
3718,3540408,4169
3719,3540507,9925
3720,3540606,53098
3721,3540705,56150
3722,3540754,24643
3723,3540804,17361
3724,3540853,4093
3725,3540903,21496
3726,3541000,325073
3727,3541059,5261
3728,3541109,4094
3729,3541208,13106
3730,3541307,44200
3731,3541406,228743
3732,3541505,39516
3733,3541604,40432
3734,3541653,3804
3735,3541703,14109
3736,3541802,3406
3737,3541901,13420
3738,3542008,6638
3739,3542107,9076
3740,3542206,29707
3741,3542305,3851
3742,3542404,20261
3743,3542503,9621
3744,3542602,56322
3745,3542701,7593
3746,3542800,3340
3747,3542909,13219
3748,3543006,16444
3749,3543105,4718
3750,3543204,4541
3751,3543238,2225
3752,3543253,7673
3753,3543303,123393
3754,3543402,703293
3755,3543501,5524
3756,3543600,3629
3757,3543709,10799
3758,3543808,9981
3759,3543907,206424
3760,3544004,35228
3761,3544103,50846
3762,3544202,12518
3763,3544251,16643
3764,3544301,10712
3765,3544400,3128
3766,3544509,3148
3767,3544608,5590
3768,3544707,2432
3769,3544806,6331
3770,3544905,11890
3771,3545001,17139
3772,3545100,5300
3773,3545159,8286
3774,3545209,118663
3775,3545308,45422
3776,3545407,9331
3777,3545506,4302
3778,3545605,15480
3779,3545704,6008
3780,3545803,193475
3781,3546009,14788
3782,3546108,2115
3783,3546207,4503
3784,3546256,2139
3785,3546306,34361
3786,3546405,47673
3787,3546504,5599
3788,3546603,32322
3789,3546702,26898
3790,3546801,57386
3791,3546900,8817
3792,3547007,6173
3793,3547106,2939
3794,3547205,1487
3795,3547304,139447
3796,3547403,2498
3797,3547502,27557
3798,3547601,26540
3799,3547650,1545
3800,3547700,20878
3801,3547809,718773
3802,3547908,6929
3803,3548005,23310
3804,3548054,8420
3805,3548104,5954
3806,3548203,6811
3807,3548302,3111
3808,3548401,4777
3809,3548500,433311
3810,3548609,10878
3811,3548708,838936
3812,3548807,161127
3813,3548906,251983
3814,3549003,2821
3815,3549102,91211
3816,3549201,2568
3817,3549250,1922
3818,3549300,2105
3819,3549409,51888
3820,3549508,8928
3821,3549607,4147
3822,3549706,54946
3823,3549805,460671
3824,3549904,721944
3825,3549953,15825
3826,3550001,10687
3827,3550100,40954
3828,3550209,32931
3829,3550308,12252023
3830,3550407,35653
3831,3550506,7666
3832,3550605,91016
3833,3550704,88980
3834,3550803,12182
3835,3550902,15322
3836,3551009,365798
3837,3551108,10285
3838,3551207,3638
3839,3551306,3513
3840,3551405,14662
3841,3551504,45107
3842,3551603,29229
3843,3551702,125815
3844,3551801,12832
3845,3551900,17496
3846,3552007,6302
3847,3552106,41005
3848,3552205,679378
3849,3552304,7718
3850,3552403,282441
3851,3552502,297637
3852,3552551,3963
3853,3552601,12407
3854,3552700,16496
3855,3552809,289664
3856,3552908,6285
3857,3553005,13859
3858,3553104,6295
3859,3553203,5566
3860,3553302,23207
3861,3553401,25967
3862,3553500,7807
3863,3553609,12960
3864,3553658,2811
3865,3553708,57177
3866,3553807,23218
3867,3553856,5852
3868,3553906,7468
3869,3553955,15000
3870,3554003,121766
3871,3554102,314924
3872,3554201,4532
3873,3554300,23148
3874,3554409,9370
3875,3554508,42076
3876,3554607,2658
3877,3554656,2412
3878,3554706,10010
3879,3554755,1724
3880,3554805,47185
3881,3554904,5807
3882,3554953,6894
3883,3555000,65524
3884,3555109,15495
3885,3555208,2016
3886,3555307,1727
3887,3555356,6309
3888,3555406,90799
3889,3555505,4780
3890,3555604,10110
3891,3555703,1844
3892,3555802,9114
3893,3555901,1165
3894,3556008,13809
3895,3556107,13326
3896,3556206,129193
3897,3556305,26480
3898,3556354,10537
3899,3556404,42845
3900,3556453,52597
3901,3556503,121838
3902,3556602,10843
3903,3556701,78728
3904,3556800,18898
3905,3556909,8810
3906,3556958,1840
3907,3557006,122480
3908,3557105,94547
3909,3557154,2718
3910,3557204,12418
3911,3557303,11304
3912,4100103,7457
3913,4100202,5919
3914,4100301,9371
3915,4100400,118623
3916,4100459,1942
3917,4100509,22056
3918,4100608,14770
3919,4100707,9836
3920,4100806,11406
3921,4100905,6257
3922,4101002,19152
3923,4101051,2801
3924,4101101,20031
3925,4101150,2928
3926,4101200,18980
3927,4101309,7434
3928,4101408,134996
3929,4101507,123027
3930,4101606,28115
3931,4101655,3068
3932,4101705,13970
3933,4101804,143843
3934,4101853,2108
3935,4101903,15119
3936,4102000,33362
3937,4102109,26111
3938,4102208,3892
3939,4102307,12941
3940,4102406,31367
3941,4102505,11568
3942,4102604,10275
3943,4102703,2781
3944,4102752,3511
3945,4102802,15397
3946,4102901,16389
3947,4103008,4105
3948,4103024,2503
3949,4103040,6387
3950,4103057,7591
3951,4103107,12944
3952,4103156,3541
3953,4103206,7032
3954,4103222,3264
3955,4103305,6592
3956,4103354,5427
3957,4103370,2651
3958,4103404,2934
3959,4103453,18120
3960,4103479,4044
3961,4103503,8570
3962,4103602,25360
3963,4103701,106533
3964,4103800,7865
3965,4103909,14202
3966,4103958,3887
3967,4104006,43288
3968,4104055,3833
3969,4104105,7971
3970,4104204,132002
3971,4104253,29318
3972,4104303,94859
3973,4104402,15018
3974,4104428,15979
3975,4104451,13317
3976,4104501,19124
3977,4104600,15780
3978,4104659,23415
3979,4104709,14320
3980,4104808,328454
3981,4104907,71484
3982,4105003,10189
3983,4105102,10827
3984,4105201,17779
3985,4105300,11765
3986,4105409,19254
3987,4105508,82620
3988,4105607,12652
3989,4105706,16559
3990,4105805,243726
3991,4105904,24012
3992,4106001,8818
3993,4106100,3860
3994,4106209,18584
3995,4106308,17071
3996,4106407,47845
3997,4106456,7497
3998,4106506,20734
3999,4106555,3219
4000,4106571,4252
4001,4106605,20932
4002,4106704,4469
4003,4106803,18708
4004,4106852,2950
4005,4106902,1933105
4006,4107009,15101
4007,4107108,5087
4008,4107124,3439
4009,4107157,5253
4010,4107207,40641
4011,4107256,8747
4012,4107306,5979
4013,4107405,5961
4014,4107504,14000
4015,4107520,1698
4016,4107538,4539
4017,4107546,4117
4018,4107553,3089
4019,4107603,17251
4020,4107652,100209
4021,4107702,4762
4022,4107736,5646
4023,4107751,7770
4024,4107801,4929
4025,4107850,4624
4026,4107900,6774
4027,4108007,10548
4028,4108106,2689
4029,4108205,6578
4030,4108304,258532
4031,4108320,6046
4032,4108403,91093
4033,4108452,4650
4034,4108502,13710
4035,4108551,2946
4036,4108601,28884
4037,4108650,7111
4038,4108700,5618
4039,4108809,33119
4040,4108908,6581
4041,4108957,8739
4042,4109005,3802
4043,4109104,2243
4044,4109203,5502
4045,4109302,12472
4046,4109401,181504
4047,4109500,7636
4048,4109609,37067
4049,4109658,5211
4050,4109708,31364
4051,4109757,6352
4052,4109807,54558
4053,4109906,7904
4054,4110003,4404
4055,4110052,2256
4056,4110078,13111
4057,4110102,32564
4058,4110201,11125
4059,4110300,3109
4060,4110409,4457
4061,4110508,15172
4062,4110607,13926
4063,4110656,2288
4064,4110706,60727
4065,4110805,10169
4066,4110904,4466
4067,4110953,11176
4068,4111001,6582
4069,4111100,6108
4070,4111209,11964
4071,4111258,28634
4072,4111308,2865
4073,4111407,13879
4074,4111506,31984
4075,4111555,8185
4076,4111605,3259
4077,4111704,5274
4078,4111803,39378
4079,4111902,13620
4080,4112009,34857
4081,4112108,21176
4082,4112207,5245
4083,4112306,4994
4084,4112405,9425
4085,4112504,11328
4086,4112603,1331
4087,4112702,12588
4088,4112751,8412
4089,4112801,11908
4090,4112900,3292
4091,4112959,7340
4092,4113007,7013
4093,4113106,4100
4094,4113205,48163
4095,4113254,5852
4096,4113304,32073
4097,4113403,3954
4098,4113429,3310
4099,4113452,4676
4100,4113502,23086
4101,4113601,4787
4102,4113700,569733
4103,4113734,7262
4104,4113759,4794
4105,4113809,4920
4106,4113908,13630
4107,4114005,13132
4108,4114104,22819
4109,4114203,34400
4110,4114302,26869
4111,4114351,2571
4112,4114401,16714
4113,4114500,13502
4114,4114609,52944
4115,4114708,5677
4116,4114807,35496
4117,4114906,8836
4118,4115002,7076
4119,4115101,10345
4120,4115200,423666
4121,4115309,6610
4122,4115358,5603
4123,4115408,14367
4124,4115457,4405
4125,4115507,4679
4126,4115606,17943
4127,4115705,34720
4128,4115739,3272
4129,4115754,10601
4130,4115804,46198
4131,4115853,5536
4132,4115903,2213
4133,4116000,1806
4134,4116059,10702
4135,4116109,12121
4136,4116208,16406
4137,4116307,3984
4138,4116406,4008
4139,4116505,1543
4140,4116604,3445
4141,4116703,10472
4142,4116802,5302
4143,4116901,27904
4144,4116950,5046
4145,4117008,8153
4146,4117057,11554
4147,4117107,13213
4148,4117206,5806
4149,4117214,4249
4150,4117222,8219
4151,4117255,10548
4152,4117271,5649
4153,4117297,2844
4154,4117305,22141
4155,4117404,3428
4156,4117453,5996
4157,4117503,41281
4158,4117602,50986
4159,4117701,33877
4160,4117800,13172
4161,4117909,31846
4162,4118006,13830
4163,4118105,11472
4164,4118204,154936
4165,4118303,3203
4166,4118402,88374
4167,4118451,5610
4168,4118501,82881
4169,4118600,5873
4170,4118709,7354
4171,4118808,13996
4172,4118857,6127
4173,4118907,11234
4174,4119004,6347
4175,4119103,12746
4176,4119152,132157
4177,4119202,6326
4178,4119251,2731
4179,4119301,32391
4180,4119400,25463
4181,4119509,113036
4182,4119608,30310
4183,4119657,3224
4184,4119707,4263
4185,4119806,13479
4186,4119905,351736
4187,4119954,27284
4188,4120002,12914
4189,4120101,4848
4190,4120150,3237
4191,4120200,2559
4192,4120309,4065
4193,4120333,3753
4194,4120358,5157
4195,4120408,5306
4196,4120507,11123
4197,4120606,52241
4198,4120655,4512
4199,4120705,7449
4200,4120804,23559
4201,4120853,4015
4202,4120903,34103
4203,4121000,12206
4204,4121109,4573
4205,4121208,19049
4206,4121257,4451
4207,4121307,3808
4208,4121356,2655
4209,4121406,16922
4210,4121505,14899
4211,4121604,6802
4212,4121703,26715
4213,4121752,8010
4214,4121802,10668
4215,4121901,13029
4216,4122008,15236
4217,4122107,3203
4218,4122156,13269
4219,4122172,4096
4220,4122206,32397
4221,4122305,34170
4222,4122404,66580
4223,4122503,9849
4224,4122602,9579
4225,4122651,4786
4226,4122701,6827
4227,4122800,3580
4228,4122909,4935
4229,4123006,14785
4230,4123105,3324
4231,4123204,3334
4232,4123303,7800
4233,4123402,12037
4234,4123501,26490
4235,4123600,1596
4236,4123709,8562
4237,4123808,14659
4238,4123824,3813
4239,4123857,9615
4240,4123907,11724
4241,4123956,3981
4242,4124004,4992
4243,4124020,10139
4244,4124053,23465
4245,4124103,45993
4246,4124202,2641
4247,4124301,2106
4248,4124400,20166
4249,4124509,5438
4250,4124608,6878
4251,4124707,11170
4252,4124806,10241
4253,4124905,5855
4254,4125001,10219
4255,4125100,15120
4256,4125209,9050
4257,4125308,5551
4258,4125357,5641
4259,4125407,6206
4260,4125456,3654
4261,4125506,323340
4262,4125555,2160
4263,4125605,46261
4264,4125704,27452
4265,4125753,5897
4266,4125803,10981
4267,4125902,2313
4268,4126009,8853
4269,4126108,5722
4270,4126207,6736
4271,4126256,96688
4272,4126272,5500
4273,4126306,19327
4274,4126355,4495
4275,4126405,5284
4276,4126504,16369
4277,4126603,21016
4278,4126652,2981
4279,4126678,14797
4280,4126702,5120
4281,4126801,16205
4282,4126900,5539
4283,4127007,12367
4284,4127106,78974
4285,4127205,17094
4286,4127304,16789
4287,4127403,17481
4288,4127502,20522
4289,4127601,16868
4290,4127700,140635
4291,4127809,7918
4292,4127858,12040
4293,4127882,8769
4294,4127908,8566
4295,4127957,8124
4296,4127965,13215
4297,4128005,21013
4298,4128104,111557
4299,4128203,57517
4300,4128302,2605
4301,4128401,11314
4302,4128500,19414
4303,4128534,11892
4304,4128559,8521
4305,4128609,7257
4306,4128625,2741
4307,4128633,5580
4308,4128658,4023
4309,4128708,6838
4310,4128807,5679
4311,4200051,2563
4312,4200101,17904
4313,4200200,10864
4314,4200309,5448
4315,4200408,7145
4316,4200507,6486
4317,4200556,2366
4318,4200606,6469
4319,4200705,10036
4320,4200754,1937
4321,4200804,5638
4322,4200903,4801
4323,4201000,7133
4324,4201109,3232
4325,4201208,8513
4326,4201257,10743
4327,4201273,4267
4328,4201307,38129
4329,4201406,68228
4330,4201505,8674
4331,4201604,3550
4332,4201653,2240
4333,4201703,7934
4334,4201802,3210
4335,4201901,5679
4336,4201950,13071
4337,4202008,142295
4338,4202057,10795
4339,4202073,10979
4340,4202081,2678
4341,4202099,1677
4342,4202107,29168
4343,4202131,6337
4344,4202156,2706
4345,4202206,11652
4346,4202305,68481
4347,4202404,357199
4348,4202438,3474
4349,4202453,19769
4350,4202503,4743
4351,4202537,3010
4352,4202578,2142
4353,4202602,9966
4354,4202701,5246
4355,4202800,33450
4356,4202859,3743
4357,4202875,2420
4358,4202909,134723
4359,4203006,78595
4360,4203105,6148
4361,4203154,3346
4362,4203204,82989
4363,4203253,2525
4364,4203303,11978
4365,4203402,7016
4366,4203501,8526
4367,4203600,36244
4368,4203709,12240
4369,4203808,54401
4370,4203907,22848
4371,4203956,24871
4372,4204004,10861
4373,4204103,3642
4374,4204152,2728
4375,4204178,3124
4376,4204194,2988
4377,4204202,220367
4378,4204251,16684
4379,4204301,74641
4380,4204350,4453
4381,4204400,9981
4382,4204459,2549
4383,4204509,15909
4384,4204558,12795
4385,4204608,215186
4386,4204707,11086
4387,4204756,1962
4388,4204806,39745
4389,4204905,8250
4390,4205001,15498
4391,4205100,4146
4392,4205159,4064
4393,4205175,3203
4394,4205191,2063
4395,4205209,4412
4396,4205308,10667
4397,4205357,1582
4398,4205407,500973
4399,4205431,2510
4400,4205456,26793
4401,4205506,36443
4402,4205555,2023
4403,4205605,2873
4404,4205704,23078
4405,4205803,18145
4406,4205902,69639
4407,4206009,14471
4408,4206108,6569
4409,4206207,11501
4410,4206306,23832
4411,4206405,10090
4412,4206504,44819
4413,4206603,5160
4414,4206652,4704
4415,4206702,22606
4416,4206751,1957
4417,4206801,3202
4418,4206900,18950
4419,4207007,56421
4420,4207106,14184
4421,4207205,10135
4422,4207304,44853
4423,4207403,6197
4424,4207502,69425
4425,4207577,2945
4426,4207601,4446
4427,4207650,8996
4428,4207684,7514
4429,4207700,7593
4430,4207759,3976
4431,4207809,10419
4432,4207858,1930
4433,4207908,11222
4434,4208005,6169
4435,4208104,21669
4436,4208203,219536
4437,4208302,65312
4438,4208401,16872
4439,4208450,20576
4440,4208500,25086
4441,4208609,3936
4442,4208708,10416
4443,4208807,20024
4444,4208906,177697
4445,4208955,1570
4446,4209003,30118
4447,4209102,590466
4448,4209151,4997
4449,4209177,2101
4450,4209201,2246
4451,4209300,157544
4452,4209409,45814
4453,4209458,1427
4454,4209508,6970
4455,4209607,15244
4456,4209706,12107
4457,4209805,3041
4458,4209854,4563
4459,4209904,12130
4460,4210001,12859
4461,4210035,5685
4462,4210050,1775
4463,4210100,56292
4464,4210209,3442
4465,4210308,8103
4466,4210407,7293
4467,4210506,25762
4468,4210555,1797
4469,4210605,16916
4470,4210704,2520
4471,4210803,7015
4472,4210852,2309
4473,4210902,4209
4474,4211009,11742
4475,4211058,9866
4476,4211108,8275
4477,4211207,17796
4478,4211256,2893
4479,4211306,81475
4480,4211405,5019
4481,4211454,4331
4482,4211504,14549
4483,4211603,15166
4484,4211652,2442
4485,4211702,22912
4486,4211751,18744
4487,4211801,7295
4488,4211850,2217
4489,4211876,1505
4490,4211892,2359
4491,4211900,171797
4492,4212007,7423
4493,4212056,2627
4494,4212106,16169
4495,4212205,19320
4496,4212239,3437
4497,4212254,8823
4498,4212270,4147
4499,4212304,7494
4500,4212403,3976
4501,4212502,32531
4502,4212601,2787
4503,4212650,10091
4504,4212700,5937
4505,4212809,23147
4506,4212908,20313
4507,4213005,3555
4508,4213104,3854
4509,4213153,2870
4510,4213203,33447
4511,4213302,4682
4512,4213351,3414
4513,4213401,11593
4514,4213500,21388
4515,4213609,35398
4516,4213708,17453
4517,4213807,7319
4518,4213906,1568
4519,4214003,17471
4520,4214102,2287
4521,4214151,2924
4522,4214201,9887
4523,4214300,2878
4524,4214409,6205
4525,4214508,5940
4526,4214607,7489
4527,4214706,11676
4528,4214805,71061
4529,4214904,4611
4530,4215000,42302
4531,4215059,2483
4532,4215075,4598
4533,4215109,11551
4534,4215208,4786
4535,4215307,7642
4536,4215356,3781
4537,4215406,4718
4538,4215455,12678
4539,4215505,16830
4540,4215554,2223
4541,4215604,2142
4542,4215653,8358
4543,4215679,8787
4544,4215687,2428
4545,4215695,1260
4546,4215703,23245
4547,4215752,2336
4548,4215802,84507
4549,4215901,2838
4550,4216008,11281
4551,4216057,5549
4552,4216107,9445
4553,4216206,52721
4554,4216255,6381
4555,4216305,37424
4556,4216354,3733
4557,4216404,7297
4558,4216503,26952
4559,4216602,246586
4560,4216701,13829
4561,4216800,8295
4562,4216909,24076
4563,4217006,13410
4564,4217105,3180
4565,4217154,1820
4566,4217204,40482
4567,4217253,5823
4568,4217303,9745
4569,4217402,21365
4570,4217501,17541
4571,4217550,3263
4572,4217600,14007
4573,4217709,30374
4574,4217758,2461
4575,4217808,18395
4576,4217907,8676
4577,4217956,1633
4578,4218004,38407
4579,4218103,5348
4580,4218202,44238
4581,4218251,7877
4582,4218301,19275
4583,4218350,3929
4584,4218400,7081
4585,4218509,7840
4586,4218608,7360
4587,4218707,105686
4588,4218756,4543
4589,4218806,12899
4590,4218855,2464
4591,4218905,11235
4592,4218954,2465
4593,4219002,21268
4594,4219101,3573
4595,4219150,2477
4596,4219176,4492
4597,4219200,6338
4598,4219309,53065
4599,4219358,4979
4600,4219408,3965
4601,4219507,50982
4602,4219606,3933
4603,4219705,28706
4604,4219853,3363
4605,4220000,12760
4606,4300034,4901
4607,4300059,3748
4608,4300109,16461
4609,4300208,7024
4610,4300307,5950
4611,4300406,73589
4612,4300455,3464
4613,4300471,1964
4614,4300505,6258
4615,4300554,1638
4616,4300570,3028
4617,4300604,210305
4618,4300638,7031
4619,4300646,7409
4620,4300661,1333
4621,4300703,5981
4622,4300802,13050
4623,4300851,3581
4624,4300877,5698
4625,4300901,6235
4626,4301008,20805
4627,4301057,10065
4628,4301073,2937
4629,4301107,14151
4630,4301206,13373
4631,4301305,18293
4632,4301404,10424
4633,4301503,6661
4634,4301552,3554
4635,4301602,121143
4636,4301636,14068
4637,4301651,6171
4638,4301701,6623
4639,4301750,7487
4640,4301800,5275
4641,4301859,3248
4642,4301875,4215
4643,4301909,13491
4644,4301925,1690
4645,4301958,2539
4646,4302006,11199
4647,4302055,1994
4648,4302105,120454
4649,4302154,2098
4650,4302204,6712
4651,4302220,2470
4652,4302238,2603
4653,4302253,2783
4654,4302303,11349
4655,4302352,14055
4656,4302378,1942
4657,4302402,12328
4658,4302451,7714
4659,4302501,6279
4660,4302584,2123
4661,4302600,3353
4662,4302659,5074
4663,4302709,20941
4664,4302808,33624
4665,4302907,12561
4666,4303004,82201
4667,4303103,130293
4668,4303202,5065
4669,4303301,4846
4670,4303400,4743
4671,4303509,66261
4672,4303558,2733
4673,4303608,6431
4674,4303673,3388
4675,4303707,5474
4676,4303806,5454
4677,4303905,66712
4678,4304002,4484
4679,4304101,3320
4680,4304200,31365
4681,4304309,6198
4682,4304358,9584
4683,4304408,44998
4684,4304507,56045
4685,4304606,346616
4686,4304614,1716
4687,4304622,1654
4688,4304630,53049
4689,4304655,3651
4690,4304663,25354
4691,4304671,4660
4692,4304689,11940
4693,4304697,2757
4694,4304705,62110
4695,4304713,8270
4696,4304804,29833
4697,4304853,1377
4698,4304903,9031
4699,4304952,3202
4700,4305009,8774
4701,4305108,510906
4702,4305116,2891
4703,4305124,6091
4704,4305132,4691
4705,4305157,2311
4706,4305173,12239
4707,4305207,14133
4708,4305306,9269
4709,4305355,40789
4710,4305371,3279
4711,4305405,3756
4712,4305439,6704
4713,4305447,5441
4714,4305454,16254
4715,4305504,4747
4716,4305587,2438
4717,4305603,3175
4718,4305702,6753
4719,4305801,9911
4720,4305835,1501
4721,4305850,2306
4722,4305871,2519
4723,4305900,7325
4724,4305934,1628
4725,4305959,3853
4726,4305975,2756
4727,4306007,13448
4728,4306056,8009
4729,4306072,2847
4730,4306106,60299
4731,4306130,1833
4732,4306205,12348
4733,4306304,4740
4734,4306320,2805
4735,4306353,2427
4736,4306379,3014
4737,4306403,32671
4738,4306429,2026
4739,4306452,3400
4740,4306502,15414
4741,4306551,2534
4742,4306601,38461
4743,4306700,3041
4744,4306734,4549
4745,4306759,1983
4746,4306767,41285
4747,4306809,22706
4748,4306908,25877
4749,4306924,1034
4750,4306932,8475
4751,4306957,2792
4752,4306973,2991
4753,4307005,105862
4754,4307054,3168
4755,4307104,6821
4756,4307203,4859
4757,4307302,6912
4758,4307401,3282
4759,4307450,2926
4760,4307500,15588
4761,4307559,5958
4762,4307609,50022
4763,4307708,83202
4764,4307807,34116
4765,4307815,3655
4766,4307831,2396
4767,4307864,2731
4768,4307906,72331
4769,4308003,6677
4770,4308052,2315
4771,4308078,4533
4772,4308102,13547
4773,4308201,30745
4774,4308250,1766
4775,4308300,10304
4776,4308409,6664
4777,4308433,2412
4778,4308458,4320
4779,4308508,31313
4780,4308607,35070
4781,4308656,2924
4782,4308706,5534
4783,4308805,8385
4784,4308854,1634
4785,4308904,16212
4786,4309001,16004
4787,4309050,8098
4788,4309100,36232
4789,4309126,2082
4790,4309159,4325
4791,4309209,281519
4792,4309258,1503
4793,4309308,98143
4794,4309407,25727
4795,4309506,7537
4796,4309555,4866
4797,4309571,3018
4798,4309605,19329
4799,4309654,6776
4800,4309704,4762
4801,4309753,4406
4802,4309803,4709
4803,4309902,7262
