,area,id_municipio
1123,124.538,2404408
1124,258.307,2404507
1125,312.028,2404606
1126,374.245,2404705
1127,127.348,2404804
1128,203.624,2404853
1129,133.031,2404903
1130,54.561,2405009
1131,442.754,2405108
1132,304.901,2405207
1133,170.737,2405306
1134,188.99,2405405
1135,254.022,2405504
1136,330.53,2405603
1137,367.645,2405702
1138,714.961,2405801
1139,88.173,2405900
1140,117.635,2406007
1141,933.73,2406106
1142,44.641,2406155
1143,105.652,2406205
1144,117.971,2406304
1145,111.607,2406403
1146,176.302,2406502
1147,79.128,2406601
1148,676.625,2406700
1149,130.211,2406809
1150,30.931,2406908
1151,166.638,2407005
1152,510.092,2407104
1153,775.302,2407203
1154,31.971,2407252
1155,345.711,2407302
1156,169.464,2407401
1157,132.129,2407500
1158,135.091,2407609
1159,82.214,2407708
1160,211.259,2407807
1161,71.946,2407906
1162,2099.334,2408003
1163,167.401,2408102
1164,307.719,2408201
1165,277.658,2408300
1166,141.17,2408409
1167,253.21,2408508
1168,81.39,2408607
1169,383.214,2408706
1170,231.007,2408805
1171,513.507,2408904
1172,151.097,2408953
1173,42.137,2409100
1174,41.215,2409209
1175,319.135,2409308
1176,219.57,2409332
1177,259.959,2409407
1178,221.167,2409506
1179,294.985,2409605
1180,952.755,2409704
1181,192.708,2409803
1182,419.137,2409902
1183,82.69,2410009
1184,230.401,2410108
1185,110.054,2410207
1186,361.237,2410256
1187,217.539,2410306
1188,504.294,2410405
1189,78.231,2410504
1190,100.073,2410603
1191,127.223,2410702
1192,128.106,2410801
1193,262.887,2410900
1194,154.84,2411007
1195,169.365,2411056
1196,125.809,2411106
1197,624.356,2411205
1198,1422.268,2411403
1199,188.403,2411429
1200,301.082,2411502
1201,288.761,2411601
1202,190.818,2411700
1203,404.427,2411809
1204,75.588,2411908
1205,249.8,2412005
1206,277.011,2412104
1207,289.987,2412203
1208,341.115,2412302
1209,174.505,2412401
1210,166.233,2412500
1211,431.444,2412559
1212,240.425,2412609
1213,195.237,2412708
1214,469.101,2412807
1215,862.585,2412906
1216,197.817,2413003
1217,152.376,2413102
1218,26.1,2413201
1219,96.628,2413300
1220,620.241,2413359
1221,562.396,2413409
1222,193.351,2413508
1223,122.375,2413557
1224,157.85,2413607
1225,213.456,2413706
1226,124.093,2413805
1227,352.818,2413904
1228,339.484,2414001
1229,223.671,2414100
1230,68.556,2414159
1231,102.68,2414209
1232,135.456,2414308
1233,753.961,2414407
1234,268.725,2414456
1235,213.584,2414506
1236,873.14,2414605
1237,72.684,2414704
1238,71.621,2414753
1239,84.127,2414803
1240,37.905,2414902
1241,47.656,2415008
1242,241.662,2500106
1243,351.607,2500205
1244,322.071,2500304
1245,128.23,2500403
1246,111.361,2500502
1247,309.896,2500536
1248,222.74,2500577
1249,183.974,2500601
1250,476.238,2500700
1251,122.094,2500734
1252,291.478,2500775
1253,232.177,2500809
1254,91.306,2500908
1255,246.717,2501005
1256,269.13,2501104
1257,114.078,2501153
1258,35.81,2501203
1259,376.118,2501302
1260,132.139,2501351
1261,102.756,2501401
1262,255.641,2501500
1263,50.03,2501534
1264,375.177,2501575
1265,781.187,2501609
1266,609.697,2501708
1267,27.705,2501807
1268,99.609,2501906
1269,601.549,2502003
1270,57.453,2502052
1271,168.664,2502102
1272,468.933,2502151
1273,47.367,2502201
1274,186.059,2502300
1275,226.798,2502409
1276,373.077,2502508
1277,197.058,2502607
1278,26.107,2502706
1279,401.315,2502805
1280,93.857,2502904
1281,151.018,2503001
1282,469.171,2503100
1283,29.873,2503209
1284,193.215,2503308
1285,213.018,2503407
1286,165.072,2503506
1287,124.068,2503555
1288,123.677,2503605
1289,562.703,2503704
1290,282.693,2503753
1291,55.963,2503803
1292,541.841,2503902
1293,591.658,2504009
1294,79.876,2504033
1295,486.622,2504074
1296,59.07,2504108
1297,202.761,2504157
1298,527.424,2504207
1299,551.765,2504306
1300,117.823,2504355
1301,580.65,2504405
1302,265.473,2504504
1303,171.267,2504603
1304,324.686,2504702
