,codigo_tse,qt_aptos_1t_2022,qt_aptos_2t_2022,qt_comparecimento_1t_2022,qt_comparecimento_2t_2022,qt_abstencao_1t_2022,qt_abstencao_2t_2022,qt_aptos_1t_2020,qt_aptos_2t_2020,qt_comparecimento_1t_2020,qt_comparecimento_2t_2020,qt_abstencao_1t_2020,qt_abstencao_2t_2020,qt_aptos_1t_2018,qt_aptos_2t_2018,qt_comparecimento_1t_2018,qt_comparecimento_2t_2018,qt_abstencao_1t_2018,qt_abstencao_2t_2018,id_municipio
3924,74969,3491,3491,2912,2906,579,585,3443.0,,3115.0,,328.0,,3313,3313,2864,2829,449,484,4128658
3925,74977,7436,7436,5570,5597,1866,1839,7353.0,,5648.0,,1705.0,,7222,7222,5344,5274,1878,1948,4105003
3926,74985,4640,4640,3636,3592,1004,1048,4559.0,,3900.0,,659.0,,4293,4293,3597,3567,696,726,4113254
3927,74993,8635,8635,6823,6905,1812,1730,8510.0,,6959.0,,1551.0,,8479,8479,7009,6989,1470,1490,4105102
3928,75000,9326,9326,7680,7741,1646,1585,9094.0,,7946.0,,1148.0,,8932,8932,7121,7058,1811,1874,4110953
3929,75019,13224,13224,10566,10671,2658,2553,12853.0,,10756.0,,2097.0,,12472,12472,10424,10256,2048,2216,4105201
3930,75027,4660,4660,4008,3983,652,677,4548.0,,4097.0,,451.0,,4441,4441,3879,3894,562,547,4116950
3931,75035,16685,16685,13569,13735,3116,2950,16059.0,,13478.0,,2581.0,,15879,15879,13329,13277,2550,2602,4105409
3932,75043,94959,94959,77410,77752,17549,17207,89723.0,,66580.0,,23143.0,,85561,85561,72382,72098,13179,13463,4119152
3933,75051,57869,57869,45689,46773,12180,11096,56340.0,,43332.0,,13008.0,,54869,54869,45628,45786,9241,9083,4105508
3934,75060,5238,5238,4284,4256,954,982,4902.0,,4306.0,,596.0,,4517,4517,3815,3773,702,744,4126272
3935,75078,9324,9324,7085,7143,2239,2181,9234.0,,7249.0,,1985.0,,9280,9280,7045,6978,2235,2302,4105607
3936,75086,2325,2325,1923,1891,402,434,2254.0,,2040.0,,214.0,,2074,2074,1832,1792,242,282,4101853
3937,75094,13134,13134,10262,10314,2872,2820,12907.0,,10255.0,,2652.0,,12680,12680,10210,10159,2470,2521,4105706
3938,75108,3210,3210,2639,2622,571,588,3183.0,,2775.0,,408.0,,3228,3228,2602,2578,626,650,4101655
3939,75116,13471,13471,10922,10977,2549,2494,12945.0,,10926.0,,2019.0,,12639,12639,10694,10666,1945,1973,4114401
3940,75124,2961,2961,2490,2498,471,463,2924.0,,2699.0,,225.0,,2793,2793,2462,2447,331,346,4102752
3941,75132,156027,156027,127085,128009,28942,28018,147388.0,,110939.0,,36449.0,,142374,142374,120925,119931,21449,22443,4105805
3942,75140,5047,5047,4189,4161,858,886,5060.0,,4375.0,,685.0,,4864,4864,3975,3963,889,901,4103040
3943,75159,19324,19324,14852,15170,4472,4154,19077.0,,14672.0,,4405.0,,18843,18843,14356,14297,4487,4546,4105904
3944,75167,3498,3498,2981,2963,517,535,3401.0,,3067.0,,334.0,,3371,3371,3009,2859,362,512,4103156
3945,75175,6580,6580,5164,5185,1416,1395,6383.0,,5289.0,,1094.0,,6419,6419,5220,5258,1199,1161,4106001
3946,75183,3642,3642,2861,2856,781,786,3506.0,,3030.0,,476.0,,3331,3331,2759,2757,572,574,4103958
3947,75191,2985,2985,2395,2396,590,589,2975.0,,2590.0,,385.0,,2806,2806,2390,2362,416,444,4106100
3948,75205,20105,20105,16577,16599,3528,3506,19314.0,,15963.0,,3351.0,,18293,18293,15713,15526,2580,2767,4104253
3949,75213,12821,12821,10695,10861,2126,1960,12362.0,,10395.0,,1967.0,,12146,12146,10410,10417,1736,1729,4106209
3950,75221,16445,16445,13750,13940,2695,2505,15851.0,,13175.0,,2676.0,,15457,15457,13619,13569,1838,1888,4104659
3951,75230,14364,14364,11428,11618,2936,2746,14113.0,,10960.0,,3153.0,,13875,13875,11227,11159,2648,2716,4106308
3952,75248,5081,5081,3998,4000,1083,1081,5027.0,,4346.0,,681.0,,4868,4868,3908,3941,960,927,4106456
3953,75256,35577,35577,28525,28998,7052,6579,34698.0,,27106.0,,7592.0,,34219,34219,29328,29200,4891,5019,4106407
3954,75264,2833,2833,2173,2183,660,650,2854.0,,2389.0,,465.0,,2906,2906,2136,2129,770,777,4106852
3955,75272,17429,17429,14291,14515,3138,2914,16987.0,,13842.0,,3145.0,,16877,16877,14428,14381,2449,2496,4106506
3956,75280,3591,3591,2816,2845,775,746,3562.0,,3060.0,,502.0,,3279,3279,2694,2683,585,596,4106555
3957,75299,17331,17331,13036,13390,4295,3941,17149.0,,12721.0,,4428.0,,16695,16695,12837,12863,3858,3832,4106605
3958,75302,2044,2044,1616,1628,428,416,2086.0,,1936.0,,150.0,,1774,1774,1516,1503,258,271,4107520
3959,75310,4000,4000,3179,3280,821,720,3922.0,,3278.0,,644.0,,3845,3845,3296,3306,549,539,4106704
3960,75329,4389,4389,3330,3318,1059,1071,4389.0,,3667.0,,722.0,,4413,4413,3336,3213,1077,1200,4107546
3961,75337,13630,13630,11262,11283,2368,2347,13258.0,,11241.0,,2017.0,,13092,13092,11453,11474,1639,1618,4106803
3962,75345,5357,5357,4508,4503,849,854,5295.0,,4601.0,,694.0,,5169,5169,4443,4379,726,790,4107736
3963,75353,1413413,1413413,1151187,1160813,262226,252600,1349888.0,,942467.0,,407421.0,,1338335,1338335,1112082,1106986,226253,231349,4106902
3964,75361,4372,4372,3384,3314,988,1058,4281.0,,3697.0,,584.0,,3946,3946,3173,3068,773,878,4108452
3965,75370,10798,10798,8194,8418,2604,2380,10468.0,,7986.0,,2482.0,,10376,10376,8282,8232,2094,2144,4107009
3966,75388,5320,5320,4263,4203,1057,1117,5200.0,,4615.0,,585.0,,4989,4989,4246,4191,743,798,4108650
3967,75396,4562,4562,3475,3513,1087,1049,4646.0,,3775.0,,871.0,,4530,4530,3413,3386,1117,1144,4107108
3968,75400,3809,3809,3007,3017,802,792,3801.0,,3178.0,,623.0,,3829,3829,2918,2905,911,924,4107157
3969,75418,32691,32691,26774,27077,5917,5614,31699.0,,25474.0,,6225.0,,30289,30289,24274,24417,6015,5872,4107207
3970,75426,6468,6468,5558,5594,910,874,6284.0,,5494.0,,790.0,,6231,6231,5444,5517,787,714,4108957
3971,75434,5114,5114,4142,4209,972,905,5046.0,,4150.0,,896.0,,4975,4975,3989,4025,986,950,4107306
3972,75442,8344,8344,6945,6957,1399,1387,8083.0,,6984.0,,1099.0,,7689,7689,6688,6651,1001,1038,4110078
3973,75450,5443,5443,4469,4505,974,938,5393.0,,4676.0,,717.0,,5278,5278,4206,4239,1072,1039,4107405
3974,75469,2970,2970,2473,2391,497,579,2990.0,,2736.0,,254.0,,2811,2811,2218,2165,593,646,4114351
3975,75477,10835,10835,8341,8432,2494,2403,10832.0,,8444.0,,2388.0,,10933,10933,8237,8139,2696,2794,4107504
3976,75485,3727,3727,3130,3051,597,676,3685.0,,3251.0,,434.0,,3595,3595,3016,2984,579,611,4115457
3977,75493,12670,12670,9713,9788,2957,2882,12687.0,,9574.0,,3113.0,,12194,12194,9443,9323,2751,2871,4107603
3978,75507,5380,5380,4317,4393,1063,987,5312.0,,4377.0,,935.0,,5165,5165,4251,4305,914,860,4118857
3979,75515,4087,4087,3138,3142,949,945,4093.0,,3469.0,,624.0,,3975,3975,3065,3007,910,968,4107702
3980,75523,21326,21326,16215,16156,5111,5170,18981.0,,14614.0,,4367.0,,16655,16655,13661,13522,2994,3133,4119954
3981,75531,4439,4439,3748,3787,691,652,4489.0,,3940.0,,549.0,,4407,4407,3749,3669,658,738,4107801
3982,75540,3112,3112,2611,2533,501,579,3137.0,,2860.0,,277.0,,2902,2902,2504,2471,398,431,4120150
3983,75558,6972,6972,5717,5740,1255,1232,6516.0,,5560.0,,956.0,,5787,5787,4726,4746,1061,1041,4107900
3984,75566,3144,3144,2590,2609,554,535,3072.0,,2669.0,,403.0,,3029,3029,2517,2588,512,441,4120333
3985,75574,9285,9285,7842,7828,1443,1457,9054.0,,7850.0,,1204.0,,8964,8964,7854,7716,1110,1248,4108007
3986,75582,3655,3655,2886,2943,769,712,3688.0,,3064.0,,624.0,,3834,3834,3021,2911,813,923,4120655
3987,75590,2301,2301,1988,1980,313,321,2238.0,,2060.0,,178.0,,2133,2133,1866,1863,267,270,4108106
3988,75604,5383,5383,4183,4145,1200,1238,5231.0,,4448.0,,783.0,,5097,5097,4258,4167,839,930,4121752
3989,75612,6342,6342,4909,5052,1433,1290,6316.0,,5044.0,,1272.0,,6308,6308,4941,4947,1367,1361,4108205
3990,75620,3587,3587,2679,2616,908,971,3564.0,,2993.0,,571.0,,3478,3478,2509,2435,969,1043,4122172
3991,75639,196153,196153,158683,159451,37470,36702,183306.0,,141027.0,,42279.0,,178270,178270,148583,148625,29687,29645,4108304
3992,75647,4393,4393,3663,3676,730,717,4336.0,,3730.0,,606.0,,4317,4317,3552,3552,765,765,4126355
3993,75655,68622,68622,55518,55921,13104,12701,66147.0,,49557.0,,16590.0,,65206,65206,52631,52371,12575,12835,4108403
3994,75663,8372,8372,6511,6465,1861,1907,8288.0,,6573.0,,1715.0,,8102,8102,6336,6287,1766,1815,4126678
3995,75671,8626,8626,6685,6726,1941,1900,8474.0,,6762.0,,1712.0,,8427,8427,6956,6942,1471,1485,4108502
3996,75698,22618,22618,17178,17643,5440,4975,22555.0,,17257.0,,5298.0,,22098,22098,16865,16643,5233,5455,4108601
3997,75710,23543,23543,18453,18624,5090,4919,22639.0,,17338.0,,5301.0,,20863,20863,17865,17788,2998,3075,4108809
3998,75736,5146,5146,4139,4174,1007,972,5133.0,,4366.0,,767.0,,4804,4804,4039,4034,765,770,4108908
3999,75744,4960,4960,3623,3588,1337,1372,5029.0,,4049.0,,980.0,,4947,4947,3644,3630,1303,1317,4122651
4000,75752,3735,3735,3053,3034,682,701,3664.0,,3245.0,,419.0,,3468,3468,2931,2898,537,570,4109005
4001,75760,5762,5762,4680,4654,1082,1108,5631.0,,4892.0,,739.0,,5408,5408,4725,4634,683,774,4117271
4002,75779,1978,1978,1579,1595,399,383,1927.0,,1691.0,,236.0,,1917,1917,1512,1447,405,470,4109104
4003,75787,2819,2819,2390,2403,429,416,2796.0,,2498.0,,298.0,,2667,2667,2357,2347,310,320,4126652
4004,75795,4222,4222,3475,3517,747,705,4234.0,,3706.0,,528.0,,4197,4197,3646,3635,551,562,4109203
4005,75809,5763,5763,4558,4582,1205,1181,5688.0,,4734.0,,954.0,,5528,5528,4542,4506,986,1022,4113734
4006,75817,11249,11249,8848,8884,2401,2365,11080.0,,9005.0,,2075.0,,11148,11148,9029,8860,2119,2288,4109302
4007,75833,132162,132162,107222,108421,24940,23741,126989.0,,99338.0,,27651.0,,125677,125677,105124,104982,20553,20695,4109401
4008,75850,6953,6953,5425,5188,1528,1765,6635.0,,5782.0,,853.0,,6468,6468,5156,4842,1312,1626,4109500
4009,75876,28616,28616,22026,22230,6590,6386,26455.0,,20487.0,,5968.0,,23932,23932,19494,19372,4438,4560,4109609
4010,75892,21645,21645,16628,16890,5017,4755,21103.0,,15958.0,,5145.0,,20826,20826,17026,16884,3800,3942,4109708
4011,75914,39889,39889,31341,32014,8548,7875,38337.0,,29308.0,,9029.0,,37397,37397,31029,31463,6368,5934,4109807
4012,75930,7262,7262,5567,5666,1695,1596,7200.0,,5638.0,,1562.0,,7274,7274,5541,5531,1733,1743,4109906
4013,75957,3913,3913,3132,3166,781,747,3895.0,,3303.0,,592.0,,3653,3653,2934,2887,719,766,4110003
4014,75973,23288,23288,19439,19275,3849,4013,22708.0,,19021.0,,3687.0,,22323,22323,19507,19390,2816,2933,4110102
4015,75990,8154,8154,6777,6660,1377,1494,8047.0,,6995.0,,1052.0,,7905,7905,6882,6752,1023,1153,4110201
4016,76015,2350,2350,1931,1900,419,450,2306.0,,1984.0,,322.0,,2271,2271,2045,1940,226,331,4110300
4017,76031,11166,11166,9536,9630,1630,1536,10834.0,,9377.0,,1457.0,,10716,10716,9421,9413,1295,1303,4110508
4018,76058,11973,11973,9435,9457,2538,2516,11673.0,,9322.0,,2351.0,,11540,11540,9725,9517,1815,2023,4110607
4019,76074,45733,45733,37859,38237,7874,7496,44567.0,,34530.0,,10037.0,,44316,44316,38463,38152,5853,6164,4110706
4020,76090,7991,7991,6143,6205,1848,1786,7668.0,,6324.0,,1344.0,,7517,7517,6431,6286,1086,1231,4110805
4021,76112,3592,3592,2771,2804,821,788,3576.0,,2958.0,,618.0,,3602,3602,2727,2685,875,917,4110904
4022,76139,5127,5127,3861,3977,1266,1150,5060.0,,4116.0,,944.0,,4927,4927,4001,3926,926,1001,4111001
4023,76155,5214,5214,4210,4238,1004,976,5208.0,,4191.0,,1017.0,,4983,4983,4008,4009,975,974,4111100
4024,76171,9235,9235,7454,7600,1781,1635,9067.0,,7633.0,,1434.0,,9039,9039,7334,7368,1705,1671,4111209
4025,76198,3055,3055,2226,2229,829,826,3073.0,,2401.0,,672.0,,3078,3078,2184,2172,894,906,4111308
4026,76210,10273,10273,8815,8859,1458,1414,9938.0,,8716.0,,1222.0,,9984,9984,8850,8873,1134,1111,4111407
4027,76236,25536,25536,19799,19960,5737,5576,25152.0,,19393.0,,5759.0,,24637,24637,19062,18934,5575,5703,4111506
4028,76252,2796,2796,2085,2092,711,704,2754.0,,2090.0,,664.0,,2436,2436,1895,1837,541,599,4111605
4029,76279,4210,4210,3465,3547,745,663,4029.0,,3614.0,,415.0,,3910,3910,3282,3316,628,594,4111704
4030,76295,29898,29898,23659,24104,6239,5794,28976.0,,22330.0,,6646.0,,28540,28540,24216,24138,4324,4402,4111803
4031,76317,10592,10592,8295,8445,2297,2147,10260.0,,7726.0,,2534.0,,9944,9944,8238,8235,1706,1709,4111902
4032,76333,25672,25672,20787,21044,4885,4628,25031.0,,19914.0,,5117.0,,24572,24572,20948,20766,3624,3806,4112009
4033,76350,16389,16389,13549,13729,2840,2660,15807.0,,12650.0,,3157.0,,15537,15537,13457,13459,2080,2078,4112108
4034,76376,4977,4977,3843,3899,1134,1078,4950.0,,4063.0,,887.0,,4986,4986,3987,3974,999,1012,4112207
4035,76392,3728,3728,2962,3026,766,702,3607.0,,3045.0,,562.0,,3679,3679,3026,2994,653,685,4112306
4036,76414,7205,7205,5906,5998,1299,1207,7079.0,,5940.0,,1139.0,,6937,6937,5910,5948,1027,989,4112405
4037,76430,9669,9669,7386,7540,2283,2129,9643.0,,7644.0,,1999.0,,9265,9265,6983,7006,2282,2259,4112504
4038,76457,1237,1237,1057,1055,180,182,1230.0,,1134.0,,96.0,,1173,1173,1043,1037,130,136,4112603
4039,76473,9454,9454,7525,7721,1929,1733,9255.0,,7657.0,,1598.0,,9105,9105,7667,7838,1438,1267,4112702
4040,76490,9240,9240,7304,7480,1936,1760,8993.0,,7349.0,,1644.0,,8641,8641,7231,7187,1410,1454,4112801
4041,76511,2687,2687,2070,2096,617,591,2561.0,,2139.0,,422.0,,2543,2543,2098,2086,445,457,4112900
4042,76538,5512,5512,4458,4545,1054,967,5421.0,,4691.0,,730.0,,5148,5148,4394,4342,754,806,4113007
4043,76554,3812,3812,3212,3251,600,561,3761.0,,3285.0,,476.0,,3523,3523,3109,3080,414,443,4113106
4044,76570,36406,36406,30251,30463,6155,5943,35249.0,,28438.0,,6811.0,,34773,34773,29811,29838,4962,4935,4113205
4045,76597,24294,24294,19642,19637,4652,4657,23564.0,,18831.0,,4733.0,,23398,23398,19755,19677,3643,3721,4113304
4046,76619,3399,3399,2775,2816,624,583,3366.0,,2970.0,,396.0,,3172,3172,2799,2773,373,399,4113403
4047,76635,15035,15035,12380,12600,2655,2435,14413.0,,11897.0,,2516.0,,14139,14139,12437,12249,1702,1890,4113502
4048,76651,3792,3792,3158,3199,634,593,3759.0,,3312.0,,447.0,,3556,3556,3036,3006,520,550,4113601
4049,76678,393687,393687,317408,321706,76279,71981,376073.0,,278784.0,,97289.0,,372008,372008,309378,309112,62630,62896,4113700
4050,76694,3949,3949,3222,3247,727,702,3940.0,,3460.0,,480.0,,3858,3858,3275,3243,583,615,4113809
4051,76716,10672,10672,8828,8903,1844,1769,10424.0,,8753.0,,1671.0,,10245,10245,8788,8802,1457,1443,4113908
4052,76732,10834,10834,8816,8927,2018,1907,10712.0,,8886.0,,1826.0,,10547,10547,9119,9022,1428,1525,4114005
4053,76759,19487,19487,14986,15301,4501,4186,18522.0,,13608.0,,4914.0,,17789,17789,13688,13624,4101,4165,4114104
4054,76775,28100,28100,22366,22950,5734,5150,27228.0,,21532.0,,5696.0,,26660,26660,21965,22307,4695,4353,4114203
4055,76791,18929,18929,15465,15485,3464,3444,18195.0,,14937.0,,3258.0,,17727,17727,14626,14666,3101,3061,4114302
4056,76813,10619,10619,8769,8917,1850,1702,10232.0,,8895.0,,1337.0,,10014,10014,8634,8593,1380,1421,4114500
4057,76830,41355,41355,33209,33062,8146,8293,40375.0,,30433.0,,9942.0,,38861,38861,31616,31242,7245,7619,4114609
4058,76856,4727,4727,3885,3917,842,810,4636.0,,3970.0,,666.0,,4521,4521,3851,3843,670,678,4114708
4059,76872,30286,30286,23466,23984,6820,6302,29096.0,,21972.0,,7124.0,,28727,28727,22504,22671,6223,6056,4114807
4060,76899,8167,8167,6242,6403,1925,1764,8282.0,,6603.0,,1679.0,,8127,8127,6377,6311,1750,1816,4115101
4061,76910,294583,294583,235930,239474,58653,55109,279500.0,,195581.0,,83919.0,,276073,276073,222810,222326,53263,53747,4115200
4062,76937,5271,5271,4396,4460,875,811,5159.0,,4556.0,,603.0,,4958,4958,4358,4342,600,616,4115309
4063,76953,11507,11507,9518,9588,1989,1919,11186.0,,9163.0,,2023.0,,10943,10943,9475,9438,1468,1505,4115408
4064,76970,3705,3705,3210,3224,495,481,3676.0,,3273.0,,403.0,,3549,3549,3192,3122,357,427,4115507
4065,76996,13909,13909,10715,10916,3194,2993,13678.0,,10572.0,,3106.0,,13138,13138,10109,10157,3029,2981,4115606
4066,77011,38663,38663,30271,30702,8392,7961,37648.0,,28023.0,,9625.0,,35829,35829,27773,28090,8056,7739,4115804
4067,77038,2171,2171,1686,1641,485,530,2144.0,,1846.0,,298.0,,2123,2123,1595,1540,528,583,4115903
4068,77054,1756,1756,1540,1515,216,241,1757.0,,1582.0,,175.0,,1699,1699,1537,1497,162,202,4116000
4069,77070,9764,9764,7608,7737,2156,2027,9852.0,,7870.0,,1982.0,,9672,9672,7697,7605,1975,2067,4116109
4070,77097,13758,13758,10950,10958,2808,2800,13137.0,,10457.0,,2680.0,,12444,12444,10438,10289,2006,2155,4116208
4071,77119,3376,3376,2791,2806,585,570,3327.0,,2983.0,,344.0,,3202,3202,2757,2751,445,451,4116307
4072,77135,3062,3062,2538,2557,524,505,2974.0,,2651.0,,323.0,,2909,2909,2505,2476,404,433,4116406
4073,77151,1447,1447,1216,1205,231,242,1399.0,,1274.0,,125.0,,1331,1331,1160,1119,171,212,4116505
4074,77178,3099,3099,2652,2612,447,487,3017.0,,2762.0,,255.0,,2867,2867,2528,2469,339,398,4116604
4075,77194,5913,5913,4769,4758,1144,1155,5856.0,,5103.0,,753.0,,5705,5705,4727,4636,978,1069,4116802
4076,77216,21023,21023,15903,16286,5120,4737,20751.0,,14629.0,,6122.0,,21074,21074,15689,15645,5385,5429,4116901
4077,77232,6394,6394,4790,4832,1604,1562,6422.0,,4944.0,,1478.0,,6376,6376,4743,4627,1633,1749,4117008
4078,77259,10613,10613,7605,7701,3008,2912,10458.0,,7350.0,,3108.0,,10331,10331,7273,7166,3058,3165,4117107
4079,77275,19030,19030,14529,14571,4501,4459,18328.0,,14874.0,,3454.0,,17615,17615,14117,13921,3498,3694,4117305
4080,77291,2858,2858,2319,2348,539,510,2853.0,,2406.0,,447.0,,2912,2912,2368,2336,544,576,4117404
4081,77313,29023,29023,23052,23327,5971,5696,27873.0,,21110.0,,6763.0,,27555,27555,21939,22028,5616,5527,4117503
4082,77330,32197,32197,24108,24379,8089,7818,31351.0,,22642.0,,8709.0,,30407,30407,24415,24458,5992,5949,4117602
4083,77356,26604,26604,22274,22517,4330,4087,25674.0,,21014.0,,4660.0,,25227,25227,21887,21762,3340,3465,4117701
4084,77372,10882,10882,8504,8574,2378,2308,10607.0,,8744.0,,1863.0,,10399,10399,8569,8477,1830,1922,4117800
4085,77399,25015,25015,20012,20459,5003,4556,24490.0,,18535.0,,5955.0,,23803,23803,19402,19216,4401,4587,4117909
4086,77410,9969,9969,7959,8103,2010,1866,9641.0,,7759.0,,1882.0,,9327,9327,7575,7476,1752,1851,4118006
4087,77437,7879,7879,5997,6125,1882,1754,7678.0,,6119.0,,1559.0,,7495,7495,6146,6166,1349,1329,4118105
4088,77453,105103,105103,85272,85419,19831,19684,101403.0,,78809.0,,22594.0,,98933,98933,83129,83127,15804,15806,4118204
4089,77470,2084,2084,1766,1740,318,344,2045.0,,1874.0,,171.0,,1998,1998,1763,1729,235,269,4118303
4090,77496,64053,64053,50967,51826,13086,12227,61661.0,,46026.0,,15635.0,,60172,60172,50547,50514,9625,9658,4118402
4091,77518,65320,65320,51974,52535,13346,12785,62391.0,,46877.0,,15514.0,,61406,61406,49522,49239,11884,12167,4118501
4092,77534,4513,4513,3730,3787,783,726,4409.0,,3869.0,,540.0,,4264,4264,3663,3691,601,573,4118600
4093,77550,5532,5532,4718,4759,814,773,5439.0,,4812.0,,627.0,,5400,5400,4767,4775,633,625,4118709
4094,77577,10579,10579,8147,8284,2432,2295,10543.0,,7999.0,,2544.0,,10473,10473,7920,7906,2553,2567,4118808
4095,77593,5388,5388,4385,4466,1003,922,5381.0,,4674.0,,707.0,,5266,5266,4341,4286,925,980,4119004
4096,77615,10003,10003,8758,8802,1245,1201,9732.0,,8776.0,,956.0,,9238,9238,8347,8333,891,905,4119103
4097,77631,5502,5502,4456,4517,1046,985,5284.0,,4591.0,,693.0,,5101,5101,4332,4328,769,773,4119202
4098,77658,23787,23787,18150,18341,5637,5446,23289.0,,18406.0,,4883.0,,22593,22593,18602,18622,3991,3971,4119301
4099,77674,18840,18840,15174,15353,3666,3487,18407.0,,14836.0,,3571.0,,18348,18348,15486,15383,2862,2965,4119400
4100,77690,69483,69483,55258,55543,14225,13940,65044.0,,48728.0,,16316.0,,62695,62695,51320,51157,11375,11538,4119509
4101,77712,27181,27181,20948,21009,6233,6172,26983.0,,20899.0,,6084.0,,26446,26446,20125,20052,6321,6394,4119608
4102,77739,3207,3207,2697,2725,510,482,3188.0,,2852.0,,336.0,,3151,3151,2718,2723,433,428,4119707
4103,77755,10688,10688,8529,8602,2159,2086,10637.0,,8671.0,,1966.0,,10609,10609,8183,8211,2426,2398,4119806
4104,77771,251970,251970,206465,208491,45505,43479,239611.0,239611.0,184464.0,179956.0,55147.0,59655.0,237118,237118,202508,201102,34610,36016,4119905
4105,77798,9822,9822,7673,7800,2149,2022,9745.0,,7792.0,,1953.0,,9687,9687,8061,7965,1626,1722,4120002
4106,77810,3780,3780,3095,3081,685,699,3751.0,,3295.0,,456.0,,3517,3517,3012,2971,505,546,4120101
4107,77836,2563,2563,2160,2160,403,403,2509.0,,2185.0,,324.0,,2152,2152,1911,1843,241,309,4120200
4108,77852,3154,3154,2552,2594,602,560,3007.0,,2598.0,,409.0,,2920,2920,2483,2484,437,436,4120309
4109,77879,4028,4028,3159,3196,869,832,4035.0,,3334.0,,701.0,,4013,4013,3154,3138,859,875,4120408
4110,77895,8779,8779,7074,7227,1705,1552,8726.0,,7283.0,,1443.0,,8652,8652,6924,6909,1728,1743,4120507
4111,77917,38777,38777,31717,32152,7060,6625,37979.0,,30977.0,,7002.0,,37582,37582,31659,31931,5923,5651,4120606
4112,77933,6669,6669,5382,5522,1287,1147,6469.0,,5507.0,,962.0,,6243,6243,5300,5291,943,952,4120705
4113,77950,16722,16722,13874,14002,2848,2720,15802.0,,12764.0,,3038.0,,15011,15011,12762,12690,2249,2321,4120804
4114,77976,7859,7859,6552,6600,1307,1259,7545.0,,6359.0,,1186.0,,7569,7569,6679,6592,890,977,4121000
4115,77992,4367,4367,3423,3444,944,923,4313.0,,3555.0,,758.0,,4416,4416,3359,3290,1057,1126,4121109
4116,78018,13482,13482,11489,11608,1993,1874,13148.0,,11540.0,,1608.0,,12810,12810,11304,11307,1506,1503,4121208
4117,78034,3130,3130,2534,2634,596,496,3013.0,,2661.0,,352.0,,2985,2985,2637,2560,348,425,4121307
4118,78050,14810,14810,11599,11800,3211,3010,14418.0,,11602.0,,2816.0,,13898,13898,10933,10883,2965,3015,4121406
4119,78077,11922,11922,10111,10088,1811,1834,11515.0,,9734.0,,1781.0,,11259,11259,9843,9819,1416,1440,4121505
4120,78093,5263,5263,4387,4419,876,844,5014.0,,4287.0,,727.0,,4936,4936,4367,4338,569,598,4121604
4121,78115,20517,20517,15682,16008,4835,4509,20178.0,,15715.0,,4463.0,,19706,19706,15814,15982,3892,3724,4121703
4122,78131,9790,9790,7478,7711,2312,2079,9603.0,,7473.0,,2130.0,,9455,9455,7597,7702,1858,1753,4121802
4123,78158,10444,10444,7982,8007,2462,2437,10306.0,,7900.0,,2406.0,,10268,10268,8342,8226,1926,2042,4121901
4124,78174,10891,10891,9494,9543,1397,1348,10522.0,,9412.0,,1110.0,,10420,10420,9484,9394,936,1026,4122008
4125,78190,2975,2975,2419,2436,556,539,2925.0,,2503.0,,422.0,,2849,2849,2391,2382,458,467,4122107
4126,78212,26389,26389,22004,22246,4385,4143,25506.0,,21936.0,,3570.0,,24987,24987,21017,20988,3970,3999,4122206
4127,78239,23918,23918,19405,19816,4513,4102,23157.0,,18046.0,,5111.0,,22703,22703,19520,19616,3183,3087,4122305
4128,78255,49289,49289,39183,39856,10106,9433,47832.0,,35416.0,,12416.0,,46562,46562,39461,39468,7101,7094,4122404
4129,78271,8687,8687,7005,7076,1682,1611,8311.0,,7106.0,,1205.0,,8140,8140,7215,7031,925,1109,4122503
4130,78298,7425,7425,5877,5942,1548,1483,7343.0,,5886.0,,1457.0,,7314,7314,5918,5846,1396,1468,4122602
4131,78310,6064,6064,5079,5212,985,852,5881.0,,5064.0,,817.0,,5364,5364,4708,4783,656,581,4122701
4132,78336,3565,3565,2996,3037,569,528,3579.0,,3145.0,,434.0,,3427,3427,3014,2982,413,445,4122800
4133,78352,4292,4292,3452,3476,840,816,4280.0,,3660.0,,620.0,,4014,4014,3326,3307,688,707,4122909
4134,78379,11175,11175,9179,9187,1996,1988,10822.0,,9387.0,,1435.0,,10413,10413,8997,8961,1416,1452,4123006
4135,78395,3043,3043,2439,2409,604,634,3026.0,,2630.0,,396.0,,2897,2897,2526,2493,371,404,4123105
4136,78417,3072,3072,2470,2447,602,625,3001.0,,2625.0,,376.0,,2946,2946,2527,2440,419,506,4123204
4137,78433,6430,6430,5387,5430,1043,1000,6257.0,,5256.0,,1001.0,,6181,6181,5397,5385,784,796,4123303
4138,78450,8954,8954,7199,7383,1755,1571,8679.0,,7090.0,,1589.0,,8519,8519,7179,7213,1340,1306,4123402
4139,78476,1707,1707,1434,1434,273,273,1701.0,,1523.0,,178.0,,1693,1693,1380,1334,313,359,4123600
4140,78492,6925,6925,5551,5599,1374,1326,6812.0,,5502.0,,1310.0,,6667,6667,5647,5640,1020,1027,4123709
4141,78514,9199,9199,7427,7581,1772,1618,9155.0,,7708.0,,1447.0,,8741,8741,6987,6972,1754,1769,4123808
4142,78530,9482,9482,7283,7404,2199,2078,9493.0,,7540.0,,1953.0,,9441,9441,7518,7568,1923,1873,4123907
4143,78557,4480,4480,3568,3660,912,820,4387.0,,3543.0,,844.0,,4238,4238,3573,3563,665,675,4124004
4144,78573,14992,14992,12402,12365,2590,2627,14333.0,,12193.0,,2140.0,,13970,13970,12193,12152,1777,1818,4124400
