,codigo_tse,qt_aptos_1t_2022,qt_aptos_2t_2022,qt_comparecimento_1t_2022,qt_comparecimento_2t_2022,qt_abstencao_1t_2022,qt_abstencao_2t_2022,qt_aptos_1t_2020,qt_aptos_2t_2020,qt_comparecimento_1t_2020,qt_comparecimento_2t_2020,qt_abstencao_1t_2020,qt_abstencao_2t_2020,qt_aptos_1t_2018,qt_aptos_2t_2018,qt_comparecimento_1t_2018,qt_comparecimento_2t_2018,qt_abstencao_1t_2018,qt_abstencao_2t_2018,id_municipio
1389,24198,95768,95768,78742,79768,17026,16000,90841.0,,71355.0,,19486.0,,88881,88881,72215,73336,16666,15545,2606002
1390,24210,22630,22630,18558,19094,4072,3536,21832.0,,18330.0,,3502.0,,21401,21401,17883,17926,3518,3475,2606101
1391,24236,61100,61100,52399,52547,8701,8553,58494.0,,50150.0,,8344.0,,57663,57663,48981,49022,8682,8641,2606200
1392,24252,6732,6732,5631,5663,1101,1069,6517.0,,5962.0,,555.0,,5571,5571,4818,4759,753,812,2606309
1393,24279,68958,68958,54313,55930,14645,13028,67209.0,,53527.0,,13682.0,,64264,64264,49624,49868,14640,14396,2606408
1394,24295,15936,15936,11048,11171,4888,4765,15516.0,,11551.0,,3965.0,,15771,15771,10550,10480,5221,5291,2606507
1395,24317,20859,20859,15433,15382,5426,5477,20081.0,,15931.0,,4150.0,,20055,20055,14551,14258,5504,5797,2606606
1396,24333,6930,6930,5468,5508,1462,1422,6840.0,,5974.0,,866.0,,6422,6422,5027,4943,1395,1479,2606705
1397,24350,85872,85872,72748,73557,13124,12315,81743.0,,67892.0,,13851.0,,78964,78964,67226,67515,11738,11449,2606804
1398,24376,8870,8870,7042,7114,1828,1756,8616.0,,7223.0,,1393.0,,8447,8447,6657,6580,1790,1867,2606903
1399,24392,14295,14295,11076,11075,3219,3220,13414.0,,11245.0,,2169.0,,13337,13337,10120,10069,3217,3268,2607000
1400,24414,4074,4074,3397,3452,677,622,3908.0,,3529.0,,379.0,,3765,3765,3121,3146,644,619,2607109
1401,24430,80766,80766,67065,67291,13701,13475,76990.0,,66637.0,,10353.0,,71570,71570,58467,58712,13103,12858,2607208
1402,24457,22650,22650,16862,17188,5788,5462,21779.0,,17085.0,,4694.0,,22094,22094,15644,15578,6450,6516,2607307
1403,24473,4351,4351,3599,3421,752,930,4237.0,,3923.0,,314.0,,3895,3895,3281,3132,614,763,2607406
1404,24490,19649,19649,14734,14920,4915,4729,18614.0,,15129.0,,3485.0,,17774,17774,13338,13321,4436,4453,2607505
1405,24511,17552,17552,14028,14257,3524,3295,17264.0,,13754.0,,3510.0,,16969,16969,13720,13561,3249,3408,2607604
1406,24538,12451,12451,9420,9595,3031,2856,12338.0,,9854.0,,2484.0,,12026,12026,9039,9040,2987,2986,2607703
1407,24554,14012,14012,10794,10776,3218,3236,13840.0,,11226.0,,2614.0,,13676,13676,10557,10201,3119,3475,2607802
1408,24570,478789,478789,387892,391528,90897,87261,454915.0,,348251.0,,106664.0,,452277,452277,368958,366029,83319,86248,2607901
1409,24597,14817,14817,11520,11585,3297,3232,14437.0,,11985.0,,2452.0,,13944,13944,10672,10046,3272,3898,2608008
1410,24619,25359,25359,18862,19262,6497,6097,24580.0,,19651.0,,4929.0,,23784,23784,17434,17292,6350,6492,2608107
1411,24635,13574,13574,10124,10933,3450,2641,13268.0,,10989.0,,2279.0,,12688,12688,9074,8663,3614,4025,2608206
1412,24651,12325,12325,10141,10233,2184,2092,11748.0,,9602.0,,2146.0,,11117,11117,9140,9235,1977,1882,2608305
1413,24678,12141,12141,9201,9244,2940,2897,11443.0,,9408.0,,2035.0,,11266,11266,8544,8594,2722,2672,2608404
1414,24694,18606,18606,14812,15069,3794,3537,18606.0,,15374.0,,3232.0,,17726,17726,13845,13830,3881,3896,2608503
1415,24716,11116,11116,8480,8584,2636,2532,10759.0,,8580.0,,2179.0,,10765,10765,8090,8095,2675,2670,2608602
1416,24732,12250,12250,9129,9152,3121,3098,12188.0,,9537.0,,2651.0,,12278,12278,8515,8355,3763,3923,2608701
1417,24759,29996,29996,24732,25122,5264,4874,28494.0,,24660.0,,3834.0,,27448,27448,22352,22418,5096,5030,2608800
1418,24775,44559,44559,37227,37655,7332,6904,42706.0,,35637.0,,7069.0,,42257,42257,35736,35478,6521,6779,2608909
1419,24791,19885,19885,15198,15349,4687,4536,19399.0,,15546.0,,3853.0,,19201,19201,14706,14396,4495,4805,2609006
1420,24813,10678,10678,8596,8747,2082,1931,10171.0,,8925.0,,1246.0,,9404,9404,7917,7920,1487,1484,2609105
1421,24830,9427,9427,6379,6089,3048,3338,9631.0,,7102.0,,2529.0,,9942,9942,6210,5867,3732,4075,2609204
1422,24856,11660,11660,9032,9088,2628,2572,11270.0,,9533.0,,1737.0,,10664,10664,8729,8782,1935,1882,2609303
1423,24872,48069,48069,40094,40621,7975,7448,46650.0,,38369.0,,8281.0,,45631,45631,38104,38276,7527,7355,2609402
1424,24899,25374,25374,21087,21601,4287,3773,24738.0,,21053.0,,3685.0,,24047,24047,20246,20480,3801,3567,2609501
1425,24910,297800,297800,258606,261508,39194,36292,282952.0,,231439.0,,51513.0,,276081,276081,247087,246516,28994,29565,2609600
1426,24937,20687,20687,14760,14707,5927,5980,20424.0,,15052.0,,5372.0,,20297,20297,13888,13385,6409,6912,2609709
1427,24953,12540,12540,9658,9582,2882,2958,12450.0,,10135.0,,2315.0,,11903,11903,8997,8565,2906,3338,2609808
1428,24970,50751,50751,37294,38020,13457,12731,49709.0,,39361.0,,10348.0,,47525,47525,34374,34263,13151,13262,2609907
1429,24996,40521,40521,31576,32097,8945,8424,39806.0,,31933.0,,7873.0,,39703,39703,31232,31185,8471,8518,2610004
1430,25011,6651,6651,4498,4559,2153,2092,6596.0,,4698.0,,1898.0,,6853,6853,4514,4515,2339,2338,2610103
1431,25038,22030,22030,15535,15548,6495,6482,21699.0,,16217.0,,5482.0,,21481,21481,14264,14379,7217,7102,2610202
1432,25054,10831,10831,8814,8849,2017,1982,10167.0,,8605.0,,1562.0,,9515,9515,7846,7929,1669,1586,2610301
1433,25070,18133,18133,14493,14363,3640,3770,17528.0,,14648.0,,2880.0,,17880,17880,13774,13080,4106,4800,2610400
1434,25097,25634,25634,20765,20948,4869,4686,24783.0,,21375.0,,3408.0,,24303,24303,19315,19058,4988,5245,2610509
1435,25119,46069,46069,37036,37648,9033,8421,44511.0,,36620.0,,7891.0,,41749,41749,33850,33494,7899,8255,2610608
1436,25135,228366,228366,195658,197777,32708,30589,216859.0,216859.0,176363.0,169732.0,40496.0,47127.0,208363,208363,183319,182818,25044,25545,2610707
1437,25151,19556,19556,14657,14830,4899,4726,19019.0,,15140.0,,3879.0,,18616,18616,13251,13145,5365,5471,2610806
1438,25178,50776,50776,38295,38647,12481,12129,49337.0,,36967.0,,12370.0,,50144,50144,35932,35726,14212,14418,2610905
1439,25194,25393,25393,19484,19461,5909,5932,24674.0,,19611.0,,5063.0,,23935,23935,18681,18751,5254,5184,2611002
1440,25216,229925,229925,190571,193237,39354,36688,210359.0,,170622.0,,39737.0,,198599,198599,166166,167912,32433,30687,2611101
1441,25232,10150,10150,7853,7946,2297,2204,10124.0,,8335.0,,1789.0,,9834,9834,7337,7383,2497,2451,2611200
1442,25259,19151,19151,16723,16969,2428,2182,18423.0,,16550.0,,1873.0,,17150,17150,15279,15440,1871,1710,2611309
1443,25275,11447,11447,8756,8796,2691,2651,11630.0,,9440.0,,2190.0,,11120,11120,8478,8234,2642,2886,2611408
1444,25291,17914,17914,11555,11612,6359,6302,17942.0,,12683.0,,5259.0,,17821,17821,11065,10905,6756,6916,2611507
1445,25313,1215546,1215546,1043107,1053188,172439,162358,1157324.0,1157324.0,927167.0,911314.0,230157.0,246010.0,1155816,1155816,1006719,1000611,149097,155205,2611606
1446,25330,19656,19656,17196,17551,2460,2105,18875.0,,17508.0,,1367.0,,17261,17261,15248,15380,2013,1881,2611705
1447,25356,28236,28236,22427,22446,5809,5790,27255.0,,22751.0,,4504.0,,26346,26346,21916,21559,4430,4787,2611804
1448,25372,16363,16363,12811,12885,3552,3478,16359.0,,13332.0,,3027.0,,16291,16291,12475,12436,3816,3855,2611903
1449,25399,11024,11024,9541,9606,1483,1418,10683.0,,9684.0,,999.0,,10113,10113,8962,8874,1151,1239,2612000
1450,25410,7372,7372,5448,5451,1924,1921,7300.0,,6224.0,,1076.0,,6754,6754,4941,4636,1813,2118,2612109
1451,25437,41992,41992,33846,34437,8146,7555,40054.0,,32873.0,,7181.0,,39334,39334,31840,32230,7494,7104,2612208
1452,25453,13513,13513,9346,9423,4167,4090,13103.0,,9490.0,,3613.0,,13356,13356,8917,8913,4439,4443,2612307
1453,25470,16046,16046,12836,13051,3210,2995,15757.0,,13308.0,,2449.0,,15432,15432,12078,12428,3354,3004,2612406
1454,25496,61813,61813,53157,54055,8656,7758,57422.0,,49956.0,,7466.0,,55569,55569,47747,47281,7822,8288,2612505
1455,25518,31029,31029,24091,24064,6938,6965,30011.0,,24523.0,,5488.0,,29051,29051,22271,21714,6780,7337,2612604
1456,25534,11197,11197,8928,9202,2269,1995,10880.0,,9480.0,,1400.0,,10403,10403,8413,8614,1990,1789,2612703
1457,25550,8010,8010,6395,6431,1615,1579,7653.0,,6502.0,,1151.0,,7160,7160,6044,5916,1116,1244,2612802
1458,25577,8857,8857,5879,5895,2978,2962,8878.0,,6513.0,,2365.0,,8555,8555,5379,5371,3176,3184,2612901
1459,25593,36623,36623,27816,28045,8807,8578,36063.0,,27358.0,,8705.0,,36155,36155,25525,25635,10630,10520,2613008
1460,25615,30216,30216,25386,25548,4830,4668,29535.0,,25044.0,,4491.0,,29064,29064,23706,23898,5358,5166,2613107
1461,25631,18891,18891,14061,14549,4830,4342,18494.0,,14580.0,,3914.0,,17764,17764,12463,12614,5301,5150,2613206
1462,25658,17353,17353,14070,14203,3283,3150,16822.0,,14240.0,,2582.0,,16387,16387,13106,13216,3281,3171,2613305
1463,25674,16216,16216,12265,12036,3951,4180,16226.0,,13510.0,,2716.0,,14117,14117,10736,10489,3381,3628,2613404
1464,25690,26580,26580,20239,20673,6341,5907,25116.0,,19107.0,,6009.0,,24047,24047,19046,19018,5001,5029,2613503
1465,25712,23156,23156,18630,18831,4526,4325,22124.0,,18473.0,,3651.0,,21385,21385,17481,17610,3904,3775,2613602
1466,25739,77682,77682,67299,68371,10383,9311,74802.0,,65096.0,,9706.0,,69852,69852,62918,63654,6934,6198,2613701
1467,25755,14178,14178,11286,11394,2892,2784,13771.0,,11388.0,,2383.0,,13555,13555,10691,10592,2864,2963,2613800
1468,25771,60340,60340,49095,49573,11245,10767,58477.0,,47574.0,,10903.0,,56757,56757,46079,45883,10678,10874,2613909
1469,25798,16167,16167,12228,12194,3939,3973,15457.0,,12300.0,,3157.0,,15649,15649,11476,11090,4173,4559,2614006
1470,25810,26221,26221,19415,19225,6806,6996,25936.0,,19256.0,,6680.0,,26205,26205,19484,19052,6721,7153,2614105
1471,25836,28418,28418,22300,22626,6118,5792,27667.0,,22938.0,,4729.0,,27172,27172,21553,21764,5619,5408,2614204
1472,25852,9658,9658,7527,7692,2131,1966,9227.0,,7741.0,,1486.0,,8900,8900,6848,6954,2052,1946,2614303
1473,25879,5584,5584,4385,4458,1199,1126,5422.0,,4741.0,,681.0,,5090,5090,4017,4149,1073,941,2614402
1474,25895,45992,45992,38180,38915,7812,7077,44461.0,,37628.0,,6833.0,,43075,43075,36527,36865,6548,6210,2614501
1475,25917,20583,20583,16508,16813,4075,3770,19821.0,,16978.0,,2843.0,,19569,19569,15433,15815,4136,3754,2614600
1476,25933,10348,10348,8470,8458,1878,1890,10146.0,,8690.0,,1456.0,,9853,9853,7918,8015,1935,1838,2614709
1477,25950,17255,17255,13578,13583,3677,3672,16381.0,,14022.0,,2359.0,,15456,15456,12320,12286,3136,3170,2614808
1478,25976,23859,23859,19170,19575,4689,4284,23388.0,,19405.0,,3983.0,,23055,23055,18522,19054,4533,4001,2607653
1479,25992,20701,20701,17500,17652,3201,3049,20055.0,,17171.0,,2884.0,,19582,19582,15527,15565,4055,4017,2615003
1480,26018,6645,6645,5031,5106,1614,1539,6591.0,,5267.0,,1324.0,,6202,6202,4824,4748,1378,1454,2615102
1481,26034,8224,8224,6947,6919,1277,1305,7870.0,,6972.0,,898.0,,7857,7857,6583,6320,1274,1537,2615201
1482,26050,42475,42475,33973,34374,8502,8101,41498.0,,33974.0,,7524.0,,41233,41233,32706,32111,8527,9122,2615300
1483,26077,32456,32456,27511,27566,4945,4890,31171.0,,26481.0,,4690.0,,30297,30297,24383,24257,5914,6040,2615409
1484,26093,11156,11156,9359,9555,1797,1601,10608.0,,9443.0,,1165.0,,10140,10140,8655,8732,1485,1408,2615508
1485,26115,22976,22976,17462,17596,5514,5380,22278.0,,17850.0,,4428.0,,22535,22535,16429,16166,6106,6369,2615607
1486,26131,11500,11500,9446,9563,2054,1937,11151.0,,9318.0,,1833.0,,10633,10633,8999,8974,1634,1659,2615706
1487,26158,18386,18386,12504,12659,5882,5727,17889.0,,12983.0,,4906.0,,17459,17459,11389,11375,6070,6084,2615805
1488,26174,8099,8099,6469,6586,1630,1513,7890.0,,6763.0,,1127.0,,7392,7392,6066,6072,1326,1320,2615904
1489,26190,14501,14501,11259,11520,3242,2981,14272.0,,11952.0,,2320.0,,13409,13409,10196,10231,3213,3178,2616001
1490,26212,7865,7865,6412,6387,1453,1478,7459.0,,6411.0,,1048.0,,7032,7032,6019,5930,1013,1102,2616100
1491,26239,16560,16560,13250,13545,3310,3015,16348.0,,13737.0,,2611.0,,15804,15804,12204,12120,3600,3684,2616209
1492,26255,22126,22126,17316,17581,4810,4545,21771.0,,17517.0,,4254.0,,21548,21548,16948,17022,4600,4526,2616308
1493,26271,99320,99320,85030,86748,14290,12572,94944.0,,80788.0,,14156.0,,92760,92760,81037,81623,11723,11137,2616407
1494,26298,120503,120503,104596,105943,15907,14560,114394.0,,96469.0,,17925.0,,108998,108998,99107,99266,9891,9732,2603454
1495,26310,84193,84193,69050,69732,15143,14461,83587.0,,67606.0,,15981.0,,81210,81210,67116,66644,14094,14566,2600054
1496,26336,18973,18973,16370,16417,2603,2556,18208.0,,15968.0,,2240.0,,17636,17636,15303,14999,2333,2637,2607752
1497,27006,11081,11081,8883,8518,2198,2563,10382.0,,8677.0,,1705.0,,9432,9432,7712,7314,1720,2118,2706448
1498,27014,15950,15950,11136,11128,4814,4822,15296.0,,11597.0,,3699.0,,14879,14879,10886,10758,3993,4121,2700102
1499,27022,9079,9079,6721,6712,2358,2367,8736.0,,7046.0,,1690.0,,8282,8282,6517,6431,1765,1851,2706422
1500,27030,12675,12675,9039,8880,3636,3795,12411.0,,9514.0,,2897.0,,12613,12613,8834,8464,3779,4149,2700201
1501,27049,12008,12008,8259,8300,3749,3708,11684.0,,8367.0,,3317.0,,11620,11620,7956,8063,3664,3557,2702553
1502,27057,150627,150627,121879,123406,28748,27221,143187.0,,115778.0,,27409.0,,141054,141054,115893,113635,25161,27419,2700300
1503,27065,7943,7943,6334,6050,1609,1893,7765.0,,6705.0,,1060.0,,7264,7264,5714,5145,1550,2119,2703759
1504,27073,31344,31344,23655,22631,7689,8713,30331.0,,23630.0,,6701.0,,30353,30353,22747,21315,7606,9038,2700409
1505,27081,5666,5666,4190,4066,1476,1600,5548.0,,4448.0,,1100.0,,5250,5250,3838,3617,1412,1633,2701357
1506,27090,12534,12534,9723,9390,2811,3144,11987.0,,9763.0,,2224.0,,11460,11460,8796,8418,2664,3042,2700508
1507,27111,7332,7332,6137,5927,1195,1405,6897.0,,5727.0,,1170.0,,6465,6465,5349,5088,1116,1377,2700607
1508,27138,13071,13071,9937,9997,3134,3074,12705.0,,10630.0,,2075.0,,12173,12173,9237,8811,2936,3362,2700706
1509,27154,4978,4978,3659,3539,1319,1439,4836.0,,3889.0,,947.0,,4796,4796,3668,3422,1128,1374,2700805
1510,27170,6038,6038,4653,4454,1385,1584,5789.0,,5031.0,,758.0,,5134,5134,3831,3599,1303,1535,2700904
1511,27197,19605,19605,14195,14092,5410,5513,19280.0,,14528.0,,4752.0,,19536,19536,13635,13368,5901,6168,2701001
1512,27219,9101,9101,6369,6127,2732,2974,8748.0,,6635.0,,2113.0,,8057,8057,5554,5230,2503,2827,2701100
1513,27235,8465,8465,6200,6033,2265,2432,8047.0,,6121.0,,1926.0,,8026,8026,5933,5587,2093,2439,2701209
1514,27251,14548,14548,10501,10190,4047,4358,13965.0,,10591.0,,3374.0,,14260,14260,10080,9711,4180,4549,2701308
1515,27278,25843,25843,18902,18717,6941,7126,24642.0,,18501.0,,6141.0,,23928,23928,17391,16900,6537,7028,2701407
1516,27294,8956,8956,6885,6682,2071,2274,8218.0,,6931.0,,1287.0,,8148,8148,6094,6094,2054,2054,2701506
1517,27316,13660,13660,9695,9480,3965,4180,13355.0,,10245.0,,3110.0,,13116,13116,9344,8920,3772,4196,2701605
1518,27332,12940,12940,9932,9426,3008,3514,12820.0,,10364.0,,2456.0,,12852,12852,9793,9027,3059,3825,2701704
1519,27359,6965,6965,5234,5078,1731,1887,6536.0,,5196.0,,1340.0,,6342,6342,4686,4650,1656,1692,2701803
1520,27375,6097,6097,4617,4401,1480,1696,5836.0,,4674.0,,1162.0,,5862,5862,4235,4077,1627,1785,2701902
1521,27391,8912,8912,6911,6896,2001,2016,8595.0,,6986.0,,1609.0,,8380,8380,6337,6334,2043,2046,2702009
1522,27413,14861,14861,10828,10360,4033,4501,14813.0,,11244.0,,3569.0,,14949,14949,10572,9906,4377,5043,2702108
1523,27430,5018,5018,4210,4028,808,990,4965.0,,4365.0,,600.0,,4547,4547,3773,3610,774,937,2702207
1524,27456,40193,40193,30487,29593,9706,10600,38667.0,,30532.0,,8135.0,,38411,38411,28842,27631,9569,10780,2702306
1525,27472,39075,39075,29601,29345,9474,9730,37477.0,,28673.0,,8804.0,,37082,37082,28523,27825,8559,9257,2702405
1526,27499,9311,9311,6754,6592,2557,2719,8942.0,,7338.0,,1604.0,,8522,8522,5993,5792,2529,2730,2702504
1527,27510,17920,17920,13989,14296,3931,3624,17344.0,,14456.0,,2888.0,,16909,16909,12870,13312,4039,3597,2702603
1528,27537,3521,3521,2572,2478,949,1043,3486.0,,2891.0,,595.0,,3416,3416,2432,2256,984,1160,2702702
1529,27553,8678,8678,6452,6161,2226,2517,8261.0,,6338.0,,1923.0,,8469,8469,6183,5771,2286,2698,2702801
1530,27570,27348,27348,20271,20629,7077,6719,26069.0,,20633.0,,5436.0,,25339,25339,18495,18936,6844,6403,2702900
1531,27596,11372,11372,8340,8337,3032,3035,11059.0,,8839.0,,2220.0,,10722,10722,8083,7952,2639,2770,2703007
1532,27618,20128,20128,14469,14483,5659,5645,19425.0,,14625.0,,4800.0,,19259,19259,13654,13713,5605,5546,2703106
1533,27634,17555,17555,13519,13390,4036,4165,17020.0,,13687.0,,3333.0,,16758,16758,12748,12587,4010,4171,2703205
1534,27650,13307,13307,9489,9391,3818,3916,12898.0,,9946.0,,2952.0,,12301,12301,8620,8468,3681,3833,2703304
1535,27677,4911,4911,3729,3645,1182,1266,4911.0,,4167.0,,744.0,,4766,4766,3638,3530,1128,1236,2703403
1536,27693,5691,5691,4418,4062,1273,1629,5616.0,,4823.0,,793.0,,5384,5384,4082,3669,1302,1715,2703502
1537,27715,7175,7175,5723,5426,1452,1749,6726.0,,5823.0,,903.0,,6323,6323,4870,4418,1453,1905,2703601
1538,27731,4987,4987,3923,3827,1064,1160,4793.0,,4109.0,,684.0,,4636,4636,3619,3473,1017,1163,2703700
1539,27758,14305,14305,10856,10287,3449,4018,14056.0,,11168.0,,2888.0,,13423,13423,10247,9670,3176,3753,2703809
1540,27774,4482,4482,3310,2984,1172,1498,4322.0,,3663.0,,659.0,,4185,4185,3003,2592,1182,1593,2703908
1541,27790,19830,19830,14978,14745,4852,5085,19130.0,,15435.0,,3695.0,,18963,18963,13707,13458,5256,5505,2704005
1542,27812,15113,15113,11945,12095,3168,3018,14662.0,,12612.0,,2050.0,,14189,14189,10978,11161,3211,3028,2704104
1543,27839,19066,19066,14834,14797,4232,4269,17753.0,,14406.0,,3347.0,,17625,17625,13096,13057,4529,4568,2704203
1544,27855,627485,627485,507606,511305,119879,116180,592388.0,592388.0,444070.0,427649.0,148318.0,164739.0,595514,595514,485824,479620,109690,115894,2704302
1545,27871,15258,15258,11376,11255,3882,4003,14352.0,,11782.0,,2570.0,,14396,14396,10800,10179,3596,4217,2704401
1546,27898,22524,22524,17566,17469,4958,5055,20788.0,,17087.0,,3701.0,,19888,19888,15328,14945,4560,4943,2704500
1547,27910,8135,8135,5960,5838,2175,2297,7831.0,,6026.0,,1805.0,,7796,7796,5566,5447,2230,2349,2704609
1548,27936,41017,41017,33228,32043,7789,8974,38343.0,,31667.0,,6676.0,,35900,35900,28027,26588,7873,9312,2704708
1549,27952,10337,10337,8138,7767,2199,2570,10172.0,,8169.0,,2003.0,,10241,10241,7885,7291,2356,2950,2704807
1550,27979,3541,3541,2917,2789,624,752,3433.0,,3044.0,,389.0,,3325,3325,2727,2481,598,844,2704906
1551,27995,17752,17752,12435,12118,5317,5634,17302.0,,13458.0,,3844.0,,16836,16836,11947,11701,4889,5135,2705002
1552,28010,18503,18503,13633,13385,4870,5118,18223.0,,14196.0,,4027.0,,18639,18639,13655,13129,4984,5510,2705101
1553,28037,13612,13612,10529,10190,3083,3422,12895.0,,10255.0,,2640.0,,12674,12674,9838,9356,2836,3318,2705200
1554,28053,4910,4910,3718,3664,1192,1246,4746.0,,3986.0,,760.0,,4605,4605,3540,3408,1065,1197,2705309
1555,28070,5980,5980,4330,4282,1650,1698,5781.0,,4585.0,,1196.0,,5738,5738,4194,4035,1544,1703,2705408
1556,28096,20081,20081,15210,14374,4871,5707,19057.0,,14309.0,,4748.0,,19166,19166,14725,13488,4441,5678,2705507
1557,28118,9866,9866,7303,6572,2563,3294,9422.0,,7492.0,,1930.0,,9458,9458,6536,5816,2922,3642,2705606
1558,28134,16034,16034,12068,11909,3966,4125,15533.0,,12685.0,,2848.0,,14854,14854,11260,10888,3594,3966,2705705
1559,28150,7454,7454,5503,5519,1951,1935,7142.0,,5781.0,,1361.0,,6834,6834,5007,5030,1827,1804,2705804
1560,28177,4833,4833,3608,3400,1225,1433,4657.0,,3928.0,,729.0,,4459,4459,3347,3202,1112,1257,2705903
1561,28193,9641,9641,7352,7236,2289,2405,9174.0,,7547.0,,1627.0,,8822,8822,6783,6484,2039,2338,2706000
1562,28215,9229,9229,7163,7216,2066,2013,8455.0,,7049.0,,1406.0,,8194,8194,6314,6268,1880,1926,2706109
1563,28231,4755,4755,3451,3206,1304,1549,4563.0,,4048.0,,515.0,,4296,4296,3144,2846,1152,1450,2706208
1564,28258,52692,52692,41497,40221,11195,12471,50805.0,,38811.0,,11994.0,,50181,50181,38832,36890,11349,13291,2706307
1565,28274,18801,18801,14161,13455,4640,5346,18122.0,,14461.0,,3661.0,,17997,17997,13547,12281,4450,5716,2706406
1566,28290,11917,11917,9424,8962,2493,2955,11576.0,,9631.0,,1945.0,,11197,11197,8443,7820,2754,3377,2706505
1567,28312,6259,6259,4935,4664,1324,1595,6059.0,,5003.0,,1056.0,,6042,6042,4731,4298,1311,1744,2706604
1568,28339,42150,42150,31642,30967,10508,11183,40746.0,,30544.0,,10202.0,,40831,40831,29309,28232,11522,12599,2706703
1569,28355,13590,13590,10406,9718,3184,3872,13174.0,,10813.0,,2361.0,,13059,13059,9583,8949,3476,4110,2706802
1570,28371,27285,27285,21590,21396,5695,5889,26133.0,,21014.0,,5119.0,,25646,25646,19977,19246,5669,6400,2706901
1571,28398,2673,2673,2149,2014,524,659,2581.0,,2244.0,,337.0,,2483,2483,1982,1797,501,686,2707008
1572,28410,18931,18931,13998,14082,4933,4849,18050.0,,14338.0,,3712.0,,17748,17748,13036,13094,4712,4654,2707107
1573,28436,10470,10470,7959,7850,2511,2620,9979.0,,7993.0,,1986.0,,9794,9794,7257,7186,2537,2608,2707206
1574,28452,20930,20930,15835,14937,5095,5993,20337.0,,16330.0,,4007.0,,20091,20091,14665,13077,5426,7014,2707305
1575,28479,7062,7062,5611,5269,1451,1793,6899.0,,5874.0,,1025.0,,6565,6565,4910,4386,1655,2179,2707404
1576,28495,16153,16153,12705,12324,3448,3829,15341.0,,12819.0,,2522.0,,14812,14812,11630,11258,3182,3554,2707503
1577,28517,10048,10048,7657,7349,2391,2699,9762.0,,7467.0,,2295.0,,9795,9795,7511,6913,2284,2882,2707602
1578,28533,62255,62255,50977,49748,11278,12507,57632.0,,46916.0,,10716.0,,54500,54500,45175,42953,9325,11547,2707701
1579,28550,5569,5569,4254,4064,1315,1505,5465.0,,4459.0,,1006.0,,4998,4998,3770,3550,1228,1448,2707800
1580,28576,6101,6101,5086,4978,1015,1123,5860.0,,4965.0,,895.0,,5783,5783,4644,4580,1139,1203,2707909
1581,28592,32098,32098,25149,24941,6949,7157,30701.0,,24098.0,,6603.0,,30745,30745,23887,23378,6858,7367,2708006
1582,28614,9009,9009,6693,6761,2316,2248,8614.0,,6960.0,,1654.0,,8346,8346,6160,6183,2186,2163,2708105
1583,28630,6688,6688,5240,4904,1448,1784,6355.0,,5628.0,,727.0,,5907,5907,4597,4236,1310,1671,2708204
1584,28657,17375,17375,12923,12769,4452,4606,16815.0,,13066.0,,3749.0,,16688,16688,12664,12313,4024,4375,2708303
1585,28673,21640,21640,15421,15491,6219,6149,20765.0,,15861.0,,4904.0,,20495,20495,14999,14977,5496,5518,2708402
1586,28690,23467,23467,17172,16696,6295,6771,22885.0,,18117.0,,4768.0,,21863,21863,16314,15189,5549,6674,2708501
1587,28711,42525,42525,33283,32582,9242,9943,40030.0,,32065.0,,7965.0,,38995,38995,31026,29638,7969,9357,2708600
1588,28738,7374,7374,5742,5431,1632,1943,7170.0,,6275.0,,895.0,,6446,6446,4817,4495,1629,1951,2708709
1589,28754,25963,25963,19630,19550,6333,6413,24790.0,,19941.0,,4849.0,,24362,24362,18295,18051,6067,6311,2708808
1590,28770,12499,12499,10458,10219,2041,2280,11151.0,,9484.0,,1667.0,,9877,9877,8228,7862,1649,2015,2708907
1591,28797,5495,5495,3999,3916,1496,1579,5436.0,,4364.0,,1072.0,,5220,5220,3836,3685,1384,1535,2709004
1592,28819,14168,14168,10629,10742,3539,3426,13574.0,,10635.0,,2939.0,,13438,13438,9951,10117,3487,3321,2709103
1593,28835,18358,18358,13588,13283,4770,5075,17108.0,,13148.0,,3960.0,,17199,17199,12208,11810,4991,5389,2709202
1594,28851,46272,46272,34482,34105,11790,12167,44953.0,,34512.0,,10441.0,,44402,44402,33176,32259,11226,12143,2709301
1595,28878,20297,20297,15799,15254,4498,5043,19668.0,,15622.0,,4046.0,,19635,19635,14762,14077,4873,5558,2709400
1596,28894,19339,19339,15375,15723,3964,3616,18372.0,,15703.0,,2669.0,,17788,17788,13856,14048,3932,3740,2702355
1597,28916,9310,9310,6741,6791,2569,2519,8854.0,,6805.0,,2049.0,,8832,8832,6461,6390,2371,2442,2708956
1598,28932,30681,30681,21665,21647,9016,9034,29308.0,,21519.0,,7789.0,,29112,29112,20753,20488,8359,8624,2709152
1599,30007,70016,70016,55249,56457,14767,13559,65734.0,,52752.0,,12982.0,,53094,53094,41038,40564,12056,12530,2919553
1600,30031,20566,20566,16879,17306,3687,3260,19741.0,,17380.0,,2361.0,,19219,19219,15325,15378,3894,3841,2401453
1601,30058,81805,81805,63716,64424,18089,17381,79079.0,,63023.0,,16056.0,,76049,76049,62431,62569,13618,13480,2910727
1602,30660,8866,8866,6776,6834,2090,2032,8787.0,,7114.0,,1673.0,,8402,8402,6336,6128,2066,2274,2917334
